ym,category,role,matters_received,cases_filed,matters_terminated,cases_terminated,d_judg_us,d_settle,d_against,d_dismissed,d_other
1994-10,ALL,Defendant,4062,3761,73,3272,240,1,59,4,2968
1994-11,ALL,Defendant,3919,3971,66,3174,233,1,94,4,2842
1994-12,ALL,Defendant,3741,3811,68,3069,243,2,103,4,2717
1995-01,ALL,Defendant,4054,3979,76,3519,258,1,120,5,3135
1995-02,ALL,Defendant,3812,3597,59,3501,278,2,112,8,3101
1995-03,ALL,Defendant,4301,4348,59,4128,306,1,159,7,3655
1995-04,ALL,Defendant,3646,3681,53,3269,275,,137,8,2849
1995-05,ALL,Defendant,4281,4069,59,4010,345,1,169,8,3487
1995-06,ALL,Defendant,4022,3959,68,3931,355,,132,3,3441
1995-07,ALL,Defendant,3479,3444,65,3624,270,1,123,8,3222
1995-08,ALL,Defendant,4217,3842,74,4463,395,1,144,13,3910
1995-09,ALL,Defendant,3658,3599,62,3690,324,,139,11,3216
1995-10,ALL,Defendant,3940,3918,63,3828,240,1,111,4,3472
1995-11,ALL,Defendant,3581,3665,63,3122,287,1,89,6,2739
1995-12,ALL,Defendant,3362,3442,36,2922,233,,114,5,2570
1996-01,ALL,Defendant,4244,4068,69,3706,309,4,132,5,3256
1996-02,ALL,Defendant,4122,3940,101,4151,291,3,127,4,3726
1996-03,ALL,Defendant,4541,4327,54,3989,327,2,142,4,3514
1996-04,ALL,Defendant,4509,4482,64,3926,338,4,131,9,3444
1996-05,ALL,Defendant,4714,4802,99,4215,306,2,145,6,3756
1996-06,ALL,Defendant,4554,4460,94,5273,346,3,138,10,4776
1996-07,ALL,Defendant,4858,4568,62,4632,327,4,83,6,4212
1996-08,ALL,Defendant,4443,4434,85,4722,282,4,101,8,4327
1996-09,ALL,Defendant,4239,4150,57,4245,316,4,147,12,3766
1996-10,ALL,Defendant,4750,4679,58,4014,311,3,126,13,3561
1996-11,ALL,Defendant,4101,4152,61,3147,291,3,94,5,2754
1996-12,ALL,Defendant,4254,4416,77,3604,273,8,123,14,3186
1997-01,ALL,Defendant,4837,4770,69,4140,346,1,170,8,3615
1997-02,ALL,Defendant,4438,4372,52,3867,284,8,119,6,3450
1997-03,ALL,Defendant,5155,5262,52,4110,324,4,134,9,3639
1997-04,ALL,Defendant,7023,7764,57,4246,313,4,80,10,3839
1997-05,ALL,Defendant,5807,5306,137,4115,322,6,182,13,3592
1997-06,ALL,Defendant,5097,4854,114,4525,360,4,141,15,4005
1997-07,ALL,Defendant,5077,4718,70,4815,335,6,156,7,4311
1997-08,ALL,Defendant,4382,4297,81,4247,324,4,140,17,3762
1997-09,ALL,Defendant,4645,4540,68,4240,343,7,125,12,3753
1997-10,ALL,Defendant,4944,4815,39,4362,361,7,145,25,3824
1997-11,ALL,Defendant,3565,3885,46,3496,320,12,115,17,3032
1997-12,ALL,Defendant,4268,4400,53,3584,356,9,149,19,3051
1998-01,ALL,Defendant,4419,4322,96,3899,346,11,124,13,3405
1998-02,ALL,Defendant,4423,4134,95,4744,336,10,144,30,4224
1998-03,ALL,Defendant,5318,4813,70,5309,485,14,170,32,4608
1998-04,ALL,Defendant,5160,4886,117,4636,413,10,162,36,4015
1998-05,ALL,Defendant,4711,4585,66,4249,358,8,154,23,3706
1998-06,ALL,Defendant,5124,5058,88,4389,456,6,153,24,3750
1998-07,ALL,Defendant,5134,4917,63,4738,440,7,167,30,4094
1998-08,ALL,Defendant,4738,4419,96,4970,386,15,441,36,4092
1998-09,ALL,Defendant,4320,4362,139,5198,482,27,217,34,4438
1998-10,ALL,Defendant,4785,4688,74,4491,408,22,195,40,3826
1998-11,ALL,Defendant,4175,4234,60,3732,376,14,166,45,3131
1998-12,ALL,Defendant,4187,4371,66,3924,366,31,171,48,3308
1999-01,ALL,Defendant,4379,4028,64,4453,380,15,189,52,3817
1999-02,ALL,Defendant,4407,3948,75,4000,395,26,191,44,3344
1999-03,ALL,Defendant,4896,4857,107,5279,647,33,254,61,4284
1999-04,ALL,Defendant,4675,4498,112,4567,439,31,185,68,3844
1999-05,ALL,Defendant,4268,4359,93,4371,442,37,255,64,3573
1999-06,ALL,Defendant,4661,4462,116,4449,554,52,274,94,3475
1999-07,ALL,Defendant,4435,4154,127,5053,567,80,284,139,3983
1999-08,ALL,Defendant,4409,4190,85,4633,692,118,327,185,3311
1999-09,ALL,Defendant,4049,3935,116,5046,965,119,411,174,3377
1999-10,ALL,Defendant,3954,3889,66,4072,1078,221,587,365,1821
1999-11,ALL,Defendant,3829,3805,58,3862,1078,238,556,351,1639
1999-12,ALL,Defendant,3894,4016,56,4103,1072,294,514,351,1872
2000-01,ALL,Defendant,4207,4031,63,3861,995,283,589,375,1619
2000-02,ALL,Defendant,4159,3986,94,4221,1169,289,520,388,1855
2000-03,ALL,Defendant,4652,4510,178,6097,1798,330,980,600,2389
2000-04,ALL,Defendant,4065,4104,90,4215,985,268,515,491,1956
2000-05,ALL,Defendant,4825,4784,67,5616,1143,273,557,501,3142
2000-06,ALL,Defendant,4894,4834,67,5220,1140,297,698,728,2357
2000-07,ALL,Defendant,4291,4176,98,3877,1029,272,486,421,1669
2000-08,ALL,Defendant,4991,4757,86,4531,1181,287,626,400,2037
2000-09,ALL,Defendant,4253,4403,115,4217,1288,251,639,405,1634
2000-10,ALL,Defendant,4869,4835,93,3859,1022,220,527,404,1686
2000-11,ALL,Defendant,4530,4471,86,3672,985,202,610,474,1401
2000-12,ALL,Defendant,4012,4080,52,3676,923,216,441,391,1705
2001-01,ALL,Defendant,4892,4670,99,4230,1115,287,581,432,1815
2001-02,ALL,Defendant,4336,4213,84,3693,1087,219,608,399,1380
2001-03,ALL,Defendant,4925,4941,114,4880,1482,254,778,448,1918
2001-04,ALL,Defendant,4539,4453,99,3851,1083,223,585,441,1519
2001-05,ALL,Defendant,4890,4947,62,4354,1110,262,744,478,1760
2001-06,ALL,Defendant,5270,5248,83,4976,1082,226,573,409,2686
2001-07,ALL,Defendant,4698,4658,85,5355,1249,233,655,426,2792
2001-08,ALL,Defendant,4885,4913,90,5896,1342,233,621,500,3200
2001-09,ALL,Defendant,3857,3950,101,4362,1448,171,690,468,1585
2001-10,ALL,Defendant,5046,4836,95,4472,1236,226,577,438,1995
2001-11,ALL,Defendant,4257,4558,54,4489,1164,205,560,434,2126
2001-12,ALL,Defendant,3965,3905,52,3453,1028,178,513,378,1356
2002-01,ALL,Defendant,4622,4565,73,4368,1320,217,613,454,1764
2002-02,ALL,Defendant,4310,4152,51,3876,1189,195,544,398,1550
2002-03,ALL,Defendant,4640,4847,66,4687,1729,233,709,438,1578
2002-04,ALL,Defendant,5129,5188,104,4420,1180,207,535,502,1996
2002-05,ALL,Defendant,4853,5060,86,5513,1214,225,554,505,3015
2002-06,ALL,Defendant,5327,4639,90,4993,1188,186,500,420,2699
2002-07,ALL,Defendant,5399,4871,96,5709,1370,211,601,539,2988
2002-08,ALL,Defendant,5164,4769,200,5598,1434,208,681,535,2740
2002-09,ALL,Defendant,4728,4490,115,4625,1465,199,711,513,1737
2002-10,ALL,Defendant,4994,4937,103,4235,1314,215,513,520,1673
2002-11,ALL,Defendant,4567,4396,57,3580,1013,181,502,447,1437
2002-12,ALL,Defendant,4254,4583,57,3501,1068,201,504,442,1286
2003-01,ALL,Defendant,5172,4664,60,4470,1281,220,553,536,1880
2003-02,ALL,Defendant,4232,4433,55,4319,1178,215,568,522,1836
2003-03,ALL,Defendant,4993,4693,63,5163,1699,207,766,552,1939
2003-04,ALL,Defendant,4816,4917,121,4655,1324,235,661,570,1865
2003-05,ALL,Defendant,4835,4809,59,4495,1149,200,583,575,1988
2003-06,ALL,Defendant,4833,4628,79,4626,1246,199,532,506,2143
2003-07,ALL,Defendant,4713,4656,117,5028,1407,188,645,692,2096
2003-08,ALL,Defendant,4543,4416,105,4340,1237,187,553,468,1895
2003-09,ALL,Defendant,4646,4690,135,5070,1522,229,743,724,1852
2003-10,ALL,Defendant,5057,4772,75,4325,1222,199,564,583,1757
2003-11,ALL,Defendant,3763,3832,44,3950,1001,176,542,561,1670
2003-12,ALL,Defendant,4358,4329,75,3815,1063,195,481,456,1620
2004-01,ALL,Defendant,4344,4158,64,4133,1244,166,568,530,1625
2004-02,ALL,Defendant,4118,3868,77,5468,1406,185,768,599,2510
2004-03,ALL,Defendant,5017,4704,122,6601,1943,263,1078,713,2604
2004-04,ALL,Defendant,4485,4443,72,4415,1285,178,711,593,1648
2004-05,ALL,Defendant,4331,4300,62,3683,1241,173,512,462,1295
2004-06,ALL,Defendant,4705,4691,68,4029,1165,179,594,575,1516
2004-07,ALL,Defendant,4911,4870,66,4635,1297,166,533,448,2191
2004-08,ALL,Defendant,5276,5163,94,4641,1472,185,716,698,1570
2004-09,ALL,Defendant,4871,4904,122,5062,1846,179,896,606,1535
2004-10,ALL,Defendant,5007,4967,81,4138,1265,159,763,613,1338
2004-11,ALL,Defendant,4850,4932,75,4377,1559,157,835,482,1344
2004-12,ALL,Defendant,4634,4592,64,4233,1553,173,701,491,1315
2005-01,ALL,Defendant,4943,4643,64,4911,1673,175,708,607,1748
2005-02,ALL,Defendant,4544,4393,61,3906,1364,182,538,519,1303
2005-03,ALL,Defendant,5298,5122,129,6601,2321,254,843,972,2211
2005-04,ALL,Defendant,4804,4641,109,5025,1475,245,656,882,1767
2005-05,ALL,Defendant,4713,4750,79,4714,1365,227,700,747,1675
2005-06,ALL,Defendant,4789,4738,84,5710,1567,198,658,947,2340
2005-07,ALL,Defendant,4084,4192,69,4368,1474,163,734,573,1424
2005-08,ALL,Defendant,4757,4612,111,4745,1636,188,608,683,1630
2005-09,ALL,Defendant,4223,4191,134,4875,1687,183,843,640,1522
2005-10,ALL,Defendant,4364,4233,70,3727,1189,174,510,456,1398
2005-11,ALL,Defendant,4167,4020,61,3615,1185,171,550,420,1289
2005-12,ALL,Defendant,4109,3979,79,3799,1240,160,508,519,1372
2006-01,ALL,Defendant,4654,4554,78,4316,1326,184,602,621,1583
2006-02,ALL,Defendant,3966,3815,71,3890,1301,178,534,536,1341
2006-03,ALL,Defendant,4884,4710,135,5855,2087,208,980,650,1930
2006-04,ALL,Defendant,4109,3993,71,4153,1132,173,544,579,1725
2006-05,ALL,Defendant,4487,4293,74,4911,1290,182,601,683,2155
2006-06,ALL,Defendant,4418,4322,80,4602,1374,178,599,627,1824
2006-07,ALL,Defendant,3963,3843,84,4088,1212,174,594,651,1457
2006-08,ALL,Defendant,4782,4943,87,4786,1553,175,725,681,1652
2006-09,ALL,Defendant,4436,4475,100,4776,1573,198,779,602,1624
2006-10,ALL,Defendant,4972,4877,86,4535,1207,190,543,675,1920
2006-11,ALL,Defendant,4511,4530,64,3953,1098,139,492,748,1476
2006-12,ALL,Defendant,4220,4287,49,4223,976,145,484,605,2013
2007-01,ALL,Defendant,4740,4655,72,4616,1327,192,761,776,1560
2007-02,ALL,Defendant,4525,4177,73,3939,1097,148,536,605,1553
2007-03,ALL,Defendant,4762,4868,114,5767,1735,222,801,1012,1997
2007-04,ALL,Defendant,4754,4495,86,4533,1121,169,534,864,1845
2007-05,ALL,Defendant,4772,4725,76,4699,1283,192,598,828,1798
2007-06,ALL,Defendant,4565,4665,70,4858,1206,197,566,890,1999
2007-07,ALL,Defendant,4701,4820,58,4442,1322,189,539,729,1663
2007-08,ALL,Defendant,5164,5385,87,4986,1357,177,704,728,2020
2007-09,ALL,Defendant,4329,4501,110,4662,1557,207,816,655,1427
2007-10,ALL,Defendant,5640,5469,64,4838,1307,218,613,803,1897
2007-11,ALL,Defendant,5061,5080,55,4298,1104,153,492,804,1745
2007-12,ALL,Defendant,4621,4850,35,4078,1049,147,467,729,1686
2008-01,ALL,Defendant,6618,6522,67,4946,1376,208,639,892,1831
2008-02,ALL,Defendant,10335,10206,67,5258,1486,223,1040,840,1669
2008-03,ALL,Defendant,12883,12556,140,8386,2527,282,2585,793,2199
2008-04,ALL,Defendant,9031,8715,104,7703,2264,206,2068,1053,2112
2008-05,ALL,Defendant,6951,6799,66,7985,1983,180,1871,977,2974
2008-06,ALL,Defendant,6318,6077,74,7757,2015,197,1678,1008,2859
2008-07,ALL,Defendant,5947,5804,109,6598,1899,184,1362,953,2200
2008-08,ALL,Defendant,5648,6021,103,5413,1890,162,1071,759,1531
2008-09,ALL,Defendant,6459,5428,81,6279,2071,184,1020,740,2264
2008-10,ALL,Defendant,5709,5627,85,6263,1707,172,898,827,2659
2008-11,ALL,Defendant,4614,4721,58,3997,1193,135,629,566,1474
2008-12,ALL,Defendant,4862,4923,63,5184,1308,188,697,1147,1844
2009-01,ALL,Defendant,5386,5258,80,4847,1373,157,731,725,1861
2009-02,ALL,Defendant,5047,5059,72,5496,1451,151,827,1025,2042
2009-03,ALL,Defendant,5949,5817,166,6539,2130,189,1029,860,2331
2009-04,ALL,Defendant,5586,5551,95,5680,1491,165,654,809,2561
2009-05,ALL,Defendant,5066,5147,59,4516,1264,141,586,589,1936
2009-06,ALL,Defendant,5872,5937,113,5734,1542,172,685,987,2348
2009-07,ALL,Defendant,5735,5976,69,5778,1557,193,869,903,2256
2009-08,ALL,Defendant,5664,5528,108,5301,1406,170,636,752,2337
2009-09,ALL,Defendant,5656,5374,161,5426,1694,178,788,626,2140
2009-10,ALL,Defendant,5838,5727,56,7391,1127,184,593,674,4813
2009-11,ALL,Defendant,5162,5151,32,3782,1046,119,444,566,1607
2009-12,ALL,Defendant,5838,5779,54,4565,1268,158,548,694,1897
2010-01,ALL,Defendant,5401,5326,138,4282,1235,158,520,659,1710
2010-02,ALL,Defendant,5144,5229,53,4496,1312,148,542,662,1832
2010-03,ALL,Defendant,6074,6175,94,7381,2318,178,932,1149,2804
2010-04,ALL,Defendant,5714,5770,152,5407,1233,186,551,890,2547
2010-05,ALL,Defendant,5473,5319,71,4543,1241,145,553,805,1799
2010-06,ALL,Defendant,6083,5975,48,5054,1433,134,628,996,1863
2010-07,ALL,Defendant,5624,5624,53,5035,1377,142,566,715,2235
2010-08,ALL,Defendant,5913,5897,137,5506,1434,132,679,827,2434
2010-09,ALL,Defendant,5780,5957,113,6014,1742,163,758,818,2533
2010-10,ALL,Defendant,6003,5771,66,4445,1143,170,459,728,1945
2010-11,ALL,Defendant,5467,5139,52,4702,1290,133,501,890,1888
2010-12,ALL,Defendant,5068,5131,80,4635,1172,130,450,811,2072
2011-01,ALL,Defendant,5574,5057,35,4570,1277,142,543,963,1645
2011-02,ALL,Defendant,4728,4617,36,5298,1431,123,691,751,2302
2011-03,ALL,Defendant,6074,5755,83,10486,1894,219,1014,1887,5472
2011-04,ALL,Defendant,5381,5123,49,6325,1157,128,475,886,3679
2011-05,ALL,Defendant,5115,5096,34,6210,1138,137,446,869,3620
2011-06,ALL,Defendant,5308,5401,51,4623,1295,136,547,848,1797
2011-07,ALL,Defendant,5448,5550,45,4201,1255,144,493,678,1631
2011-08,ALL,Defendant,6522,6406,62,6024,1673,168,1110,867,2206
2011-09,ALL,Defendant,6026,6179,89,5836,1715,153,908,883,2177
2011-10,ALL,Defendant,7521,7676,53,4999,1209,114,846,787,2043
2011-11,ALL,Defendant,8223,8377,39,5843,1536,151,1510,765,1881
2011-12,ALL,Defendant,6290,6353,32,5100,1404,163,924,828,1781
2012-01,ALL,Defendant,6633,6366,70,5933,1730,131,1278,855,1939
2012-02,ALL,Defendant,6053,6014,92,6329,1867,133,889,1042,2398
2012-03,ALL,Defendant,6360,6417,104,7102,2249,176,1203,968,2506
2012-04,ALL,Defendant,6228,6089,57,5273,1678,131,749,746,1969
2012-05,ALL,Defendant,6366,6666,48,5321,1517,131,643,900,2130
2012-06,ALL,Defendant,6431,6548,32,5821,1497,135,632,904,2653
2012-07,ALL,Defendant,6932,6882,38,5568,1548,142,636,1097,2145
2012-08,ALL,Defendant,6960,6928,50,6560,1870,150,843,1262,2435
2012-09,ALL,Defendant,5768,6002,79,5745,1872,158,839,711,2165
2012-10,ALL,Defendant,7425,7282,24,5328,1355,144,584,891,2354
2012-11,ALL,Defendant,6301,6187,23,5215,1281,154,509,863,2408
2012-12,ALL,Defendant,5627,5455,34,4461,1127,119,472,610,2133
2013-01,ALL,Defendant,6602,6425,59,5948,1695,170,664,882,2537
2013-02,ALL,Defendant,6029,5981,52,6018,1500,111,647,835,2925
2013-03,ALL,Defendant,6664,6662,50,6976,2143,170,1035,793,2835
2013-04,ALL,Defendant,6672,6757,78,13495,1561,153,681,802,10298
2013-05,ALL,Defendant,6821,6859,30,6037,1422,127,602,824,3062
2013-06,ALL,Defendant,6425,6452,34,5491,1309,174,601,952,2455
2013-07,ALL,Defendant,6869,6697,31,6347,1540,200,738,939,2930
2013-08,ALL,Defendant,6653,6658,39,6077,1602,207,915,743,2610
2013-09,ALL,Defendant,6086,5946,69,6401,2040,174,1015,721,2451
2013-10,ALL,Defendant,6565,6576,35,4542,1160,148,519,563,2152
2013-11,ALL,Defendant,5501,5459,40,5301,1262,107,569,667,2696
2013-12,ALL,Defendant,5398,5487,41,5101,1230,112,570,831,2358
2014-01,ALL,Defendant,5835,5729,62,5321,1391,132,640,803,2355
2014-02,ALL,Defendant,5271,5281,41,5654,1507,141,688,679,2639
2014-03,ALL,Defendant,5955,6045,107,7673,2113,176,1185,1017,3182
2014-04,ALL,Defendant,6472,6277,48,5546,1318,171,592,873,2592
2014-05,ALL,Defendant,6148,5946,62,5484,1317,133,604,706,2724
2014-06,ALL,Defendant,6339,6157,42,5693,1473,151,631,882,2556
2014-07,ALL,Defendant,6014,5898,59,5757,1610,121,651,663,2712
2014-08,ALL,Defendant,5890,5774,47,5688,1723,127,678,810,2350
2014-09,ALL,Defendant,6301,6042,100,6741,2100,123,1121,809,2588
2014-10,ALL,Defendant,7865,7811,38,6617,1386,143,739,841,3508
2014-11,ALL,Defendant,8507,8929,29,4799,1122,121,634,605,2317
2014-12,ALL,Defendant,8195,8021,30,5278,1386,121,910,782,2079
2015-01,ALL,Defendant,7817,7571,61,6265,1621,153,1172,731,2588
2015-02,ALL,Defendant,7148,7024,48,7600,1673,119,1340,845,3623
2015-03,ALL,Defendant,7904,7576,60,9324,2504,158,2086,1150,3426
2015-04,ALL,Defendant,7347,7329,91,8577,1675,142,1716,1062,3982
2015-05,ALL,Defendant,6561,6820,77,7028,1546,156,1391,1075,2860
2015-06,ALL,Defendant,7485,7175,59,8634,1991,181,1596,1043,3823
2015-07,ALL,Defendant,7109,6974,73,7995,1792,142,1536,824,3701
2015-08,ALL,Defendant,6480,6310,57,7334,1874,115,1292,715,3338
2015-09,ALL,Defendant,6334,6346,77,12636,2332,135,1547,893,7729
2015-10,ALL,Defendant,7175,6669,53,6725,1758,113,1323,1003,2528
2015-11,ALL,Defendant,5959,5876,52,5788,1567,130,977,919,2195
2015-12,ALL,Defendant,6117,5974,49,5943,1547,141,967,691,2597
2016-01,ALL,Defendant,5673,5493,56,5877,1536,104,963,712,2562
2016-02,ALL,Defendant,6157,5986,54,6070,1777,144,934,576,2639
2016-03,ALL,Defendant,6447,6392,76,7551,2448,147,1305,705,2946
2016-04,ALL,Defendant,6406,6121,59,5447,1365,143,877,678,2384
2016-05,ALL,Defendant,7256,7300,33,5713,1506,129,854,585,2639
2016-06,ALL,Defendant,13276,13737,42,6194,1492,170,936,806,2790
2016-07,ALL,Defendant,6237,5971,51,6525,1647,96,869,706,3207
2016-08,ALL,Defendant,7023,6668,37,7305,1995,142,1115,734,3319
2016-09,ALL,Defendant,5778,5761,71,6950,2152,132,1299,812,2555
2016-10,ALL,Defendant,5934,5648,31,5488,1410,117,751,740,2470
2016-11,ALL,Defendant,5206,5154,58,5059,1366,105,684,725,2179
2016-12,ALL,Defendant,5016,5042,27,5057,1348,115,746,714,2134
2017-01,ALL,Defendant,5347,5150,36,6012,1564,108,917,613,2810
2017-02,ALL,Defendant,5157,5131,32,5646,1655,124,769,669,2429
2017-03,ALL,Defendant,5809,5836,255,9178,2932,138,1390,1388,3330
2017-04,ALL,Defendant,5314,5057,44,5941,1599,98,704,1006,2534
2017-05,ALL,Defendant,5641,5666,69,5905,1783,129,708,994,2291
2017-06,ALL,Defendant,5554,5450,159,6002,1657,125,766,813,2641
2017-07,ALL,Defendant,4905,4888,29,5109,1442,96,811,803,1957
2017-08,ALL,Defendant,5447,5410,64,5963,1853,126,971,744,2269
2017-09,ALL,Defendant,4640,4530,189,6374,2025,118,1250,780,2201
2017-10,ALL,Defendant,4964,5011,101,4673,1300,122,725,684,1842
2017-11,ALL,Defendant,4646,4640,18,4738,1186,127,680,719,2026
2017-12,ALL,Defendant,4352,4380,17,4955,1044,129,682,633,2467
2018-01,ALL,Defendant,5384,5241,28,4828,1316,104,860,711,1837
2018-02,ALL,Defendant,4842,4766,23,5232,1392,111,734,665,2330
2018-03,ALL,Defendant,5379,5176,41,7182,2276,146,1230,855,2675
2018-04,ALL,Defendant,5154,5059,45,4779,1141,107,720,750,2061
2018-05,ALL,Defendant,5367,5425,28,5108,1269,130,715,710,2284
2018-06,ALL,Defendant,5151,5221,60,4895,1215,139,594,764,2183
2018-07,ALL,Defendant,5135,4937,16,5339,1285,105,755,760,2434
2018-08,ALL,Defendant,5349,5252,24,5614,1537,130,812,794,2341
2018-09,ALL,Defendant,4420,4214,44,6004,1946,106,949,582,2421
2018-10,ALL,Defendant,5228,5101,27,5068,1213,167,677,692,2319
2018-11,ALL,Defendant,4529,4675,41,4366,1104,116,611,775,1760
2018-12,ALL,Defendant,4146,4246,15,3453,910,95,583,491,1374
2019-01,ALL,Defendant,5301,5758,6,3556,1070,57,630,628,1171
2019-02,ALL,Defendant,5939,5476,22,5708,1412,97,907,672,2620
2019-03,ALL,Defendant,5963,5535,38,21831,2184,121,1388,802,17336
2019-04,ALL,Defendant,5714,5725,30,5436,1380,125,822,746,2363
2019-05,ALL,Defendant,5671,5711,18,5601,1335,150,802,700,2614
2019-06,ALL,Defendant,5013,5103,23,8928,1330,141,875,637,5945
2019-07,ALL,Defendant,5438,5238,37,5526,1464,142,830,683,2407
2019-08,ALL,Defendant,5485,5461,38,5804,1663,153,927,744,2317
2019-09,ALL,Defendant,5275,4940,72,6371,1987,124,1106,722,2432
2019-10,ALL,Defendant,5315,5435,71,5254,1074,138,686,1108,2248
2019-11,ALL,Defendant,4827,4915,62,3985,922,118,652,716,1577
2019-12,ALL,Defendant,4656,4597,45,4307,1044,141,709,716,1697
2020-01,ALL,Defendant,5593,5172,29,5723,1343,152,914,862,2452
2020-02,ALL,Defendant,4849,4669,42,5130,1290,124,934,765,2017
2020-03,ALL,Defendant,4381,4640,55,6025,1841,113,1142,660,2269
2020-04,ALL,Defendant,5420,6076,13,4325,1588,100,835,528,1274
2020-05,ALL,Defendant,6453,6809,14,4609,1858,109,813,497,1332
2020-06,ALL,Defendant,7242,7699,21,5286,2355,107,965,616,1243
2020-07,ALL,Defendant,7042,7040,16,5422,2245,124,956,577,1520
2020-08,ALL,Defendant,6701,6773,26,5899,2460,115,877,528,1919
2020-09,ALL,Defendant,6703,6500,46,5746,2589,112,980,669,1396
2020-10,ALL,Defendant,6557,6160,18,5861,2247,153,706,657,2098
2020-11,ALL,Defendant,5182,5232,19,4515,1902,116,656,525,1316
2020-12,ALL,Defendant,5781,5763,23,4745,2012,108,667,503,1455
2021-01,ALL,Defendant,5499,5208,27,4837,2061,130,647,542,1457
2021-02,ALL,Defendant,4811,4366,28,4663,1929,104,711,547,1372
2021-03,ALL,Defendant,5364,5196,67,6403,2806,170,1107,764,1556
2021-04,ALL,Defendant,4528,4344,27,4872,1872,111,663,669,1557
2021-05,ALL,Defendant,3964,3830,38,4547,1554,153,632,520,1688
2021-06,ALL,Defendant,4066,3942,24,4543,1590,117,610,660,1566
2021-07,ALL,Defendant,3804,3577,18,4765,1451,117,721,745,1731
2021-08,ALL,Defendant,3962,4081,34,6114,1544,184,797,741,2848
2021-09,ALL,Defendant,4145,4020,50,6884,1884,150,997,734,3119
2021-10,ALL,Defendant,4029,3885,32,5152,1262,120,672,790,2308
2021-11,ALL,Defendant,3766,3769,37,4591,1206,126,653,643,1963
2021-12,ALL,Defendant,3516,3587,16,4641,1117,126,646,710,2042
2022-01,ALL,Defendant,3999,4041,23,4806,1363,121,669,684,1969
2022-02,ALL,Defendant,3979,3784,31,4504,1375,102,748,646,1633
2022-03,ALL,Defendant,4608,4889,47,6394,2294,123,1105,784,2088
2022-04,ALL,Defendant,4442,4410,32,4650,1161,120,577,826,1966
2022-05,ALL,Defendant,4605,4524,33,4900,1118,127,585,806,2264
2022-06,ALL,Defendant,4910,4657,37,4832,1202,137,596,923,1974
2022-07,ALL,Defendant,4139,4146,22,4168,1307,104,598,924,1235
2022-08,ALL,Defendant,5233,5085,44,5446,1617,152,738,1028,1911
2022-09,ALL,Defendant,4760,4747,35,6285,2124,143,979,1007,2032
2022-10,ALL,Defendant,4759,4986,25,4225,981,97,445,1019,1683
2022-11,ALL,Defendant,4641,4808,30,4551,1109,131,424,1005,1882
2022-12,ALL,Defendant,4616,4778,21,3880,983,146,424,912,1415
2023-01,ALL,Defendant,5200,5210,24,5177,1270,131,582,1027,2167
2023-02,ALL,Defendant,5264,5118,15,4546,1137,114,603,929,1763
2023-03,ALL,Defendant,6753,6033,33,6267,1658,118,895,1136,2460
2023-04,ALL,Defendant,5142,4994,19,4644,1082,102,408,1126,1926
2023-05,ALL,Defendant,5504,5597,13,5000,1188,117,560,1341,1794
2023-06,ALL,Defendant,5529,5357,22,4891,1144,125,496,1295,1831
2023-07,ALL,Defendant,4934,4541,15,4722,1195,89,467,1246,1725
2023-08,ALL,Defendant,5497,5476,29,5515,1453,150,643,1337,1932
2023-09,ALL,Defendant,4759,4784,36,6235,1603,173,687,1242,2530
2023-10,ALL,Defendant,5390,5424,7,4727,987,162,425,1195,1958
2023-11,ALL,Defendant,7483,8092,15,4388,988,145,378,1036,1841
2023-12,ALL,Defendant,6640,6764,15,4641,1089,164,764,966,1658
2024-01,ALL,Defendant,7859,7950,16,6614,1594,197,1442,1093,2288
2024-02,ALL,Defendant,7428,7396,20,6636,1939,145,1387,1080,2085
2024-03,ALL,Defendant,7026,7026,42,7780,2389,186,1149,1270,2786
2024-04,ALL,Defendant,7148,7024,27,6519,2026,194,833,1335,2131
2024-05,ALL,Defendant,6579,6413,10,6211,1956,231,736,1302,1986
2024-06,ALL,Defendant,5170,5422,27,5323,1566,152,590,1075,1940
2024-07,ALL,Defendant,6358,6533,15,5814,1687,176,656,1318,1977
2024-08,ALL,Defendant,6232,6334,20,5720,1701,152,741,1278,1848
2024-09,ALL,Defendant,6023,5925,29,5954,1688,244,678,1263,2081
2024-10,ALL,Defendant,6202,6201,16,5031,1385,185,635,1320,1506
2024-11,ALL,Defendant,5616,5395,15,4102,1088,146,436,1022,1410
2024-12,ALL,Defendant,5642,5700,10,4303,1038,126,478,1090,1571
2025-01,ALL,Defendant,6059,6369,14,4925,1349,162,491,1195,1728
2025-02,ALL,Defendant,5693,5796,22,5045,1378,148,470,1274,1775
2025-03,ALL,Defendant,6539,6205,45,7306,1788,185,713,1524,3096
2025-04,ALL,Defendant,6635,6265,18,5568,1310,165,538,1293,2262
2025-05,ALL,Defendant,5903,6098,18,4822,1176,145,473,1236,1792
2025-06,ALL,Defendant,5832,5946,24,4332,1023,149,425,1165,1570
2025-07,ALL,Defendant,6384,6380,17,4869,1202,141,456,1224,1846
2025-08,ALL,Defendant,6297,6405,27,4786,1230,125,430,1128,1873
2025-09,ALL,Defendant,7075,7155,24,5097,1389,132,503,1114,1959
2025-10,ALL,Defendant,7733,8158,12,3926,930,53,447,933,1563
2025-11,ALL,Defendant,7930,7658,12,3442,659,53,432,655,1643
2025-12,ALL,Defendant,9026,9039,12,3875,897,73,741,775,1389
2026-01,ALL,Defendant,11051,11279,18,4304,1002,69,1228,706,1299
