ym,category,role,matters_received,cases_filed,matters_terminated,cases_terminated,d_judg_us,d_settle,d_against,d_dismissed,d_other
2011-03,Commercial Litigation,Other,149,140,23,162,5,1,5,22,129
2011-04,Commercial Litigation,Other,124,88,15,81,5,,13,17,46
2011-05,Commercial Litigation,Other,117,121,1,95,10,2,6,25,52
2011-06,Commercial Litigation,Other,133,121,11,88,7,1,9,28,43
2011-07,Commercial Litigation,Other,114,115,2,76,2,2,2,11,59
2011-08,Commercial Litigation,Other,150,122,9,78,4,,8,23,43
2011-09,Commercial Litigation,Other,102,112,14,121,3,3,10,14,91
2011-10,Commercial Litigation,Other,140,112,3,77,3,1,7,22,44
2011-11,Commercial Litigation,Other,108,117,3,82,6,1,3,13,59
2011-12,Commercial Litigation,Other,110,93,3,96,3,1,8,24,60
2012-01,Commercial Litigation,Other,119,104,6,73,3,1,3,16,50
2012-02,Commercial Litigation,Other,100,100,19,178,2,1,6,18,151
2012-03,Commercial Litigation,Other,106,100,14,107,8,4,5,16,74
2012-04,Commercial Litigation,Other,143,111,5,112,7,,8,17,80
2012-05,Commercial Litigation,Other,125,129,21,78,3,1,5,9,60
2012-06,Commercial Litigation,Other,125,101,8,81,1,,4,17,59
2012-07,Commercial Litigation,Other,126,109,14,106,3,1,2,27,73
2012-08,Commercial Litigation,Other,118,108,5,82,4,,,22,56
2012-09,Commercial Litigation,Other,118,106,25,139,2,,4,11,122
2012-10,Commercial Litigation,Other,106,105,2,101,6,2,2,23,68
2012-11,Commercial Litigation,Other,99,92,7,84,6,2,1,18,57
2012-12,Commercial Litigation,Other,93,92,13,78,4,,1,15,58
2013-01,Commercial Litigation,Other,103,90,3,105,8,,1,20,76
2013-02,Commercial Litigation,Other,98,109,5,135,4,2,,18,111
2013-03,Commercial Litigation,Other,120,89,15,78,4,1,1,14,58
2013-04,Commercial Litigation,Other,120,122,9,125,5,,,24,96
2013-05,Commercial Litigation,Other,104,81,5,96,6,1,4,19,66
2013-06,Commercial Litigation,Other,96,81,6,140,6,,2,24,108
2013-07,Commercial Litigation,Other,121,112,6,108,7,1,1,27,72
2013-08,Commercial Litigation,Other,135,126,6,80,2,1,3,22,52
2013-09,Commercial Litigation,Other,108,99,12,125,2,1,4,22,96
2013-10,Commercial Litigation,Other,102,100,5,88,5,,2,28,53
2013-11,Commercial Litigation,Other,87,88,7,90,3,,1,20,66
2013-12,Commercial Litigation,Other,97,91,6,60,6,,,18,36
2014-01,Commercial Litigation,Other,81,87,10,108,6,,,29,73
2014-02,Commercial Litigation,Other,76,65,9,127,3,2,,26,96
2014-03,Commercial Litigation,Other,75,63,14,80,3,,1,29,47
2014-04,Commercial Litigation,Other,104,98,17,91,5,2,1,29,54
2014-05,Commercial Litigation,Other,100,100,2,88,4,,2,20,62
2014-06,Commercial Litigation,Other,93,87,8,63,2,,,19,42
2014-07,Commercial Litigation,Other,117,103,11,99,8,2,,25,64
2014-08,Commercial Litigation,Other,91,85,10,82,4,,2,31,45
2014-09,Commercial Litigation,Other,96,97,10,180,5,4,2,18,151
2014-10,Commercial Litigation,Other,101,98,5,77,3,,1,26,47
2014-11,Commercial Litigation,Other,76,75,9,101,5,2,1,39,54
2014-12,Commercial Litigation,Other,108,142,1,88,4,3,1,30,50
2015-01,Commercial Litigation,Other,113,103,4,75,5,1,,24,45
2015-02,Commercial Litigation,Other,98,89,9,73,5,,,26,42
2015-03,Commercial Litigation,Other,146,128,5,169,6,2,1,42,118
2015-04,Commercial Litigation,Other,138,111,17,64,3,1,2,26,32
2015-05,Commercial Litigation,Other,107,126,3,71,5,3,,19,44
2015-06,Commercial Litigation,Other,134,102,3,90,1,1,,23,65
2015-07,Commercial Litigation,Other,122,75,12,111,3,5,2,23,78
2015-08,Commercial Litigation,Other,105,84,12,81,4,,2,33,42
2015-09,Commercial Litigation,Other,102,102,19,75,4,,4,21,46
2015-10,Commercial Litigation,Other,103,81,24,71,2,,,24,45
2015-11,Commercial Litigation,Other,108,107,5,88,3,,,18,67
2015-12,Commercial Litigation,Other,124,96,13,91,8,,,24,59
2016-01,Commercial Litigation,Other,113,96,3,253,3,1,,24,225
2016-02,Commercial Litigation,Other,120,138,15,114,4,2,,25,83
2016-03,Commercial Litigation,Other,127,110,23,111,7,3,,26,75
2016-04,Commercial Litigation,Other,125,102,7,74,5,1,3,16,49
2016-05,Commercial Litigation,Other,112,101,9,109,2,1,3,34,69
2016-06,Commercial Litigation,Other,141,122,3,84,3,3,3,35,40
2016-07,Commercial Litigation,Other,107,92,6,184,7,1,3,43,130
2016-08,Commercial Litigation,Other,158,133,10,98,1,1,4,20,72
2016-09,Commercial Litigation,Other,93,84,18,94,8,2,,32,52
2016-10,Commercial Litigation,Other,132,105,4,80,7,1,3,30,39
2016-11,Commercial Litigation,Other,120,117,7,94,5,,3,31,55
2016-12,Commercial Litigation,Other,121,121,19,103,8,2,,27,66
2017-01,Commercial Litigation,Other,125,116,24,183,,3,2,34,144
2017-02,Commercial Litigation,Other,106,97,12,80,2,1,2,33,42
2017-03,Commercial Litigation,Other,157,129,24,147,6,4,2,37,98
2017-04,Commercial Litigation,Other,112,91,18,77,5,1,1,26,44
2017-05,Commercial Litigation,Other,110,113,15,136,7,,5,43,81
2017-06,Commercial Litigation,Other,106,91,5,114,7,1,2,35,69
2017-07,Commercial Litigation,Other,113,116,7,74,4,1,1,29,39
2017-08,Commercial Litigation,Other,117,110,13,133,13,,2,42,76
2017-09,Commercial Litigation,Other,100,93,13,120,5,2,2,43,68
2017-10,Commercial Litigation,Other,113,93,9,92,12,3,1,25,51
2017-11,Commercial Litigation,Other,129,132,14,98,7,1,1,39,50
2017-12,Commercial Litigation,Other,99,95,9,74,2,4,1,30,37
2018-01,Commercial Litigation,Other,90,87,4,113,3,3,2,44,61
2018-02,Commercial Litigation,Other,95,78,7,78,5,,1,25,47
2018-03,Commercial Litigation,Other,97,90,16,141,4,4,3,51,79
2018-04,Commercial Litigation,Other,80,80,3,108,4,,2,39,63
2018-05,Commercial Litigation,Other,125,108,5,97,5,2,3,38,49
2018-06,Commercial Litigation,Other,99,84,11,105,10,1,1,33,60
2018-07,Commercial Litigation,Other,113,121,10,118,10,1,1,38,68
2018-08,Commercial Litigation,Other,111,97,11,222,7,2,4,80,129
2018-09,Commercial Litigation,Other,100,94,16,121,8,2,1,29,81
2018-10,Commercial Litigation,Other,102,88,6,120,10,,2,42,66
2018-11,Commercial Litigation,Other,95,95,4,77,9,,2,21,45
2018-12,Commercial Litigation,Other,104,103,5,87,6,1,,22,58
2019-01,Commercial Litigation,Other,82,78,2,85,4,2,1,33,45
2019-02,Commercial Litigation,Other,79,62,0,104,10,1,1,38,54
2019-03,Commercial Litigation,Other,91,92,6,96,10,1,1,33,51
2019-04,Commercial Litigation,Other,120,96,5,90,10,3,1,22,54
2019-05,Commercial Litigation,Other,101,100,5,123,14,1,,52,56
2019-06,Commercial Litigation,Other,85,75,4,83,7,1,2,29,44
2019-07,Commercial Litigation,Other,108,102,7,96,8,1,2,22,63
2019-08,Commercial Litigation,Other,110,89,4,91,11,2,1,26,51
2019-09,Commercial Litigation,Other,105,74,5,70,7,1,,31,31
2019-10,Commercial Litigation,Other,91,86,6,96,14,1,1,26,54
2019-11,Commercial Litigation,Other,94,87,3,64,5,1,3,15,40
2019-12,Commercial Litigation,Other,84,83,13,95,6,2,1,15,71
2020-01,Commercial Litigation,Other,126,110,7,96,11,,4,28,53
2020-02,Commercial Litigation,Other,74,70,12,83,2,2,1,30,48
2020-03,Commercial Litigation,Other,96,75,7,75,7,2,1,16,49
2020-04,Commercial Litigation,Other,35,30,4,69,9,1,,26,33
2020-05,Commercial Litigation,Other,43,32,3,40,3,1,1,16,19
2020-06,Commercial Litigation,Other,57,51,3,51,8,1,3,18,21
2020-07,Commercial Litigation,Other,50,48,2,58,5,,,14,39
2020-08,Commercial Litigation,Other,66,45,4,66,5,1,2,18,40
2020-09,Commercial Litigation,Other,27,30,7,74,6,4,1,16,47
2020-10,Commercial Litigation,Other,80,58,5,79,2,1,1,17,58
2020-11,Commercial Litigation,Other,52,43,2,47,5,,2,13,27
2020-12,Commercial Litigation,Other,37,44,4,41,4,1,,15,21
2021-01,Commercial Litigation,Other,49,34,2,52,1,2,,11,38
2021-02,Commercial Litigation,Other,40,36,2,120,10,2,1,13,94
2021-03,Commercial Litigation,Other,42,37,11,68,6,2,,25,35
2021-04,Commercial Litigation,Other,49,35,6,71,7,,,20,44
2021-05,Commercial Litigation,Other,35,27,6,40,4,1,1,15,19
2021-06,Commercial Litigation,Other,37,35,2,43,2,,,18,23
2021-07,Commercial Litigation,Other,51,40,7,56,4,1,1,20,30
2021-08,Commercial Litigation,Other,44,36,3,50,3,2,,15,30
2021-09,Commercial Litigation,Other,59,51,12,54,5,,1,10,38
2021-10,Commercial Litigation,Other,54,57,4,57,3,,2,10,42
2021-11,Commercial Litigation,Other,50,34,3,63,1,1,,17,44
2021-12,Commercial Litigation,Other,31,27,4,42,2,,,11,29
2022-01,Commercial Litigation,Other,41,39,3,42,3,1,,7,31
2022-02,Commercial Litigation,Other,71,60,11,60,,,1,30,29
2022-03,Commercial Litigation,Other,69,61,19,73,2,,,25,46
2022-04,Commercial Litigation,Other,59,54,6,87,4,1,,36,46
2022-05,Commercial Litigation,Other,61,56,5,86,4,,,22,60
2022-06,Commercial Litigation,Other,86,69,2,85,7,,,29,49
2022-07,Commercial Litigation,Other,52,56,4,66,9,,,27,30
2022-08,Commercial Litigation,Other,85,65,6,48,5,,1,20,22
2022-09,Commercial Litigation,Other,80,64,7,58,3,2,,11,42
2022-10,Commercial Litigation,Other,78,77,5,88,5,,2,20,61
2022-11,Commercial Litigation,Other,70,64,9,47,2,,1,21,23
2022-12,Commercial Litigation,Other,60,72,3,48,2,1,,26,19
2023-01,Commercial Litigation,Other,122,88,10,50,5,,,23,22
2023-02,Commercial Litigation,Other,79,70,5,52,7,1,,21,23
2023-03,Commercial Litigation,Other,94,88,9,67,4,2,1,25,35
2023-04,Commercial Litigation,Other,66,64,3,48,5,,,12,31
2023-05,Commercial Litigation,Other,100,88,5,34,4,,1,13,16
2023-06,Commercial Litigation,Other,68,54,10,99,8,2,,52,37
2023-07,Commercial Litigation,Other,64,53,4,61,1,,1,29,30
2023-08,Commercial Litigation,Other,84,71,11,68,6,,2,33,27
2023-09,Commercial Litigation,Other,78,71,14,86,9,1,,41,35
2023-10,Commercial Litigation,Other,107,92,3,71,2,3,1,37,28
2023-11,Commercial Litigation,Other,84,79,2,53,4,,2,22,25
2023-12,Commercial Litigation,Other,78,71,16,49,2,1,,16,30
2024-01,Commercial Litigation,Other,96,93,3,47,3,1,,22,21
2024-02,Commercial Litigation,Other,96,95,11,65,6,,2,35,22
2024-03,Commercial Litigation,Other,91,70,14,79,7,5,,31,36
2024-04,Commercial Litigation,Other,71,61,7,117,13,4,,69,31
2024-05,Commercial Litigation,Other,80,73,2,71,7,1,2,39,22
2024-06,Commercial Litigation,Other,73,65,7,52,5,1,2,19,25
2024-07,Commercial Litigation,Other,79,92,3,61,3,,3,26,29
2024-08,Commercial Litigation,Other,91,91,7,58,5,1,4,29,19
2024-09,Commercial Litigation,Other,105,89,5,46,4,,,27,15
2024-10,Commercial Litigation,Other,127,128,6,57,5,1,,29,22
2024-11,Commercial Litigation,Other,179,184,15,65,9,,2,32,22
2024-12,Commercial Litigation,Other,157,137,1,50,5,,2,21,22
2025-01,Commercial Litigation,Other,164,179,3,54,1,2,2,20,29
2025-02,Commercial Litigation,Other,141,138,8,69,9,1,1,19,39
2025-03,Commercial Litigation,Other,178,155,9,85,1,,1,35,48
2025-04,Commercial Litigation,Other,152,150,2,77,5,,1,31,40
2025-05,Commercial Litigation,Other,138,144,6,93,2,,1,56,34
2025-06,Commercial Litigation,Other,137,136,1,78,4,2,2,30,40
2025-07,Commercial Litigation,Other,194,165,0,86,2,2,,37,45
2025-08,Commercial Litigation,Other,142,156,3,74,5,2,,30,37
2025-09,Commercial Litigation,Other,180,168,7,183,5,1,,74,103
2025-10,Commercial Litigation,Other,177,180,2,43,1,1,,22,19
2025-11,Commercial Litigation,Other,112,93,0,39,2,,3,22,12
2025-12,Commercial Litigation,Other,119,119,3,72,10,,,32,30
2026-01,Commercial Litigation,Other,125,105,2,93,2,,,44,47
2026-02,Commercial Litigation,Other,89,90,9,68,5,,,23,40
2026-03,Commercial Litigation,Other,111,88,3,134,6,1,,47,80
2026-04,Commercial Litigation,Other,96,93,0,64,12,1,,27,24
2026-05,Commercial Litigation,Other,97,78,21,90,15,,1,44,30
1994-10,Employment Discrimination,Other,3,1,0,3,1,,,,2
1994-11,Employment Discrimination,Other,2,1,0,1,,,,,1
1994-12,Employment Discrimination,Other,2,1,1,1,,,,,1
1995-01,Employment Discrimination,Other,1,1,0,1,,,,,1
1995-02,Employment Discrimination,Other,2,5,0,1,,,,,1
1995-03,Employment Discrimination,Other,5,4,0,3,1,,,,2
1995-04,Employment Discrimination,Other,2,2,0,0,,,,,
1995-05,Employment Discrimination,Other,3,2,0,3,2,,,,1
1995-06,Employment Discrimination,Other,2,3,0,0,,,,,
1995-07,Employment Discrimination,Other,3,1,0,1,,,,,1
1995-08,Employment Discrimination,Other,3,5,0,2,,,,,2
1995-09,Employment Discrimination,Other,8,5,1,2,,,,,2
1995-10,Employment Discrimination,Other,5,8,2,2,,,,,2
1995-11,Employment Discrimination,Other,5,4,0,1,,,,,1
1995-12,Employment Discrimination,Other,2,0,1,1,,,,,1
1996-01,Employment Discrimination,Other,2,2,0,2,,,,,2
1996-02,Employment Discrimination,Other,4,2,0,2,,,,,2
1996-03,Employment Discrimination,Other,1,2,0,3,1,,,,2
1996-04,Employment Discrimination,Other,1,0,0,1,,,,,1
1996-05,Employment Discrimination,Other,1,2,0,4,,,,,4
1996-06,Employment Discrimination,Other,7,5,1,4,,,,,4
1996-07,Employment Discrimination,Other,7,7,0,5,,,,,5
1996-08,Employment Discrimination,Other,3,6,0,2,,,,,2
1996-09,Employment Discrimination,Other,3,3,1,3,,,,,3
1996-10,Employment Discrimination,Other,5,3,0,4,,,,,4
1996-11,Employment Discrimination,Other,4,2,0,5,,,,,5
1996-12,Employment Discrimination,Other,8,7,0,1,,,,,1
1997-01,Employment Discrimination,Other,2,2,0,4,,,,,4
1997-02,Employment Discrimination,Other,0,1,0,2,,,,,2
1997-03,Employment Discrimination,Other,6,7,0,2,,,,,2
1997-04,Employment Discrimination,Other,2,1,0,6,,,,,6
1997-05,Employment Discrimination,Other,6,5,0,4,,,,,4
1997-06,Employment Discrimination,Other,5,5,0,2,,,,,2
1997-07,Employment Discrimination,Other,5,3,0,3,,,,,3
1997-08,Employment Discrimination,Other,1,3,0,4,,,,,4
1997-09,Employment Discrimination,Other,2,1,0,2,,,,,2
1997-10,Employment Discrimination,Other,1,1,0,6,1,,,,5
1997-11,Employment Discrimination,Other,1,0,0,5,,,,,5
1997-12,Employment Discrimination,Other,1,2,0,7,,,,,7
1998-01,Employment Discrimination,Other,3,2,0,4,,,,,4
1998-02,Employment Discrimination,Other,2,1,0,1,,,,,1
1998-03,Employment Discrimination,Other,4,3,1,2,,,1,,1
1998-04,Employment Discrimination,Other,2,0,0,1,,,,,1
1998-05,Employment Discrimination,Other,0,2,0,4,,,,,4
1998-06,Employment Discrimination,Other,5,3,1,9,,,,,9
1998-07,Employment Discrimination,Other,2,0,0,5,,,,,5
1998-08,Employment Discrimination,Other,1,0,1,2,,,,,2
1998-09,Employment Discrimination,Other,2,4,1,2,,,,,2
1998-10,Employment Discrimination,Other,1,0,1,0,,,,,
1998-11,Employment Discrimination,Other,2,0,1,1,,,,,1
1998-12,Employment Discrimination,Other,1,2,0,2,,,,,2
1999-01,Employment Discrimination,Other,0,0,0,1,,,,,1
1999-02,Employment Discrimination,Other,2,1,1,2,1,,,,1
1999-03,Employment Discrimination,Other,0,0,0,2,,,,,2
1999-04,Employment Discrimination,Other,1,0,0,1,,,,,1
1999-05,Employment Discrimination,Other,1,1,1,4,,,,,4
1999-06,Employment Discrimination,Other,1,0,0,1,,,,,1
1999-07,Employment Discrimination,Other,1,2,1,2,,,,,2
1999-08,Employment Discrimination,Other,0,2,0,2,,,,,2
1999-09,Employment Discrimination,Other,1,0,1,1,,1,,,
1999-10,Employment Discrimination,Other,3,1,0,0,,,,,
1999-11,Employment Discrimination,Other,2,2,0,1,,,,,1
1999-12,Employment Discrimination,Other,2,4,0,3,1,,,,2
2000-01,Employment Discrimination,Other,2,3,0,0,,,,,
2000-02,Employment Discrimination,Other,1,0,1,2,,1,,,1
2000-03,Employment Discrimination,Other,2,0,1,5,2,,,,3
2000-04,Employment Discrimination,Other,2,1,0,1,,1,,,
2000-05,Employment Discrimination,Other,3,2,1,2,,,,1,1
2000-06,Employment Discrimination,Other,2,2,0,1,,,,,1
2000-07,Employment Discrimination,Other,2,2,0,3,2,1,,,
2000-08,Employment Discrimination,Other,2,3,0,2,1,,,,1
2000-09,Employment Discrimination,Other,4,3,1,2,,,,2,
2000-10,Employment Discrimination,Other,3,2,1,2,1,,,,1
2000-11,Employment Discrimination,Other,1,1,0,3,,,,,3
2001-01,Employment Discrimination,Other,1,1,0,0,,,,,
2001-02,Employment Discrimination,Other,0,0,0,3,2,,,,1
2001-03,Employment Discrimination,Other,5,3,0,0,,,,,
2001-04,Employment Discrimination,Other,1,2,0,1,,,,1,
2001-05,Employment Discrimination,Other,2,0,0,2,1,,,1,
2001-06,Employment Discrimination,Other,1,1,0,0,,,,,
2001-07,Employment Discrimination,Other,4,3,0,1,,,,,1
2001-08,Employment Discrimination,Other,3,3,0,1,,,,,1
2001-09,Employment Discrimination,Other,0,1,0,3,1,1,,,1
2001-10,Employment Discrimination,Other,1,1,0,0,,,,,
2001-11,Employment Discrimination,Other,2,1,0,0,,,,,
2001-12,Employment Discrimination,Other,0,1,0,0,,,,,
2002-01,Employment Discrimination,Other,2,3,0,0,,,,,
2002-02,Employment Discrimination,Other,1,1,0,2,,,,,2
2002-03,Employment Discrimination,Other,0,0,0,1,1,,,,
2002-04,Employment Discrimination,Other,2,2,0,2,1,,,,1
2002-05,Employment Discrimination,Other,2,5,1,1,,,,,1
2002-06,Employment Discrimination,Other,6,5,0,1,1,,,,
2002-07,Employment Discrimination,Other,4,2,1,3,,,,,3
2002-08,Employment Discrimination,Other,2,3,1,1,,,,,1
2002-09,Employment Discrimination,Other,4,3,0,3,1,,,,2
2002-10,Employment Discrimination,Other,2,3,0,4,1,,,,3
2002-11,Employment Discrimination,Other,2,0,1,2,1,,,1,
2002-12,Employment Discrimination,Other,0,3,0,1,1,,,,
2003-01,Employment Discrimination,Other,2,5,0,1,,,,1,
2003-02,Employment Discrimination,Other,9,7,0,1,,,,,1
2003-03,Employment Discrimination,Other,8,6,0,0,,,,,
2003-04,Employment Discrimination,Other,5,7,0,0,,,,,
2003-05,Employment Discrimination,Other,10,5,0,5,3,,,1,1
2003-06,Employment Discrimination,Other,7,4,0,4,2,,,,2
2003-07,Employment Discrimination,Other,2,4,1,2,1,,,1,
2003-08,Employment Discrimination,Other,5,1,1,3,2,,,,1
2003-09,Employment Discrimination,Other,2,1,0,4,1,2,1,,
2003-10,Employment Discrimination,Other,1,0,1,2,1,,,,1
2003-11,Employment Discrimination,Other,0,0,0,5,2,,,,3
2003-12,Employment Discrimination,Other,0,0,0,1,1,,,,
2004-01,Employment Discrimination,Other,0,2,0,3,2,,,,1
2004-02,Employment Discrimination,Other,2,0,1,0,,,,,
2004-03,Employment Discrimination,Other,0,1,0,5,2,1,,1,1
2004-04,Employment Discrimination,Other,0,0,1,1,,,,,1
2004-05,Employment Discrimination,Other,1,0,1,4,1,3,,,
2004-06,Employment Discrimination,Other,0,1,1,3,1,,,,2
2004-07,Employment Discrimination,Other,1,1,0,1,,1,,,
2004-08,Employment Discrimination,Other,0,0,0,1,,1,,,
2004-09,Employment Discrimination,Other,0,0,0,3,,,,1,2
2004-10,Employment Discrimination,Other,0,0,1,1,,,,,1
2004-11,Employment Discrimination,Other,1,1,0,4,3,,,,1
2004-12,Employment Discrimination,Other,1,2,0,1,1,,,,
2005-01,Employment Discrimination,Other,0,0,0,4,1,1,1,,1
2005-02,Employment Discrimination,Other,2,3,0,2,1,,,,1
2005-03,Employment Discrimination,Other,1,1,0,1,,,,,1
2005-04,Employment Discrimination,Other,3,3,1,1,,,,1,
2005-05,Employment Discrimination,Other,2,1,0,1,,,,,1
2005-06,Employment Discrimination,Other,1,1,0,0,,,,,
2005-07,Employment Discrimination,Other,3,1,0,1,,,,,1
2005-08,Employment Discrimination,Other,3,4,0,0,,,,,
2005-09,Employment Discrimination,Other,1,2,1,4,,,,,4
2005-10,Employment Discrimination,Other,1,1,0,2,1,,,,1
2005-11,Employment Discrimination,Other,1,2,0,1,,,,1,
2006-01,Employment Discrimination,Other,1,0,0,1,1,,,,
2006-02,Employment Discrimination,Other,2,1,0,1,,,,1,
2006-03,Employment Discrimination,Other,0,0,0,3,,,,,3
2006-04,Employment Discrimination,Other,1,0,0,0,,,,,
2006-05,Employment Discrimination,Other,1,1,0,1,,,,,1
2006-07,Employment Discrimination,Other,0,1,0,0,,,,,
2006-08,Employment Discrimination,Other,1,1,0,1,1,,,,
2006-09,Employment Discrimination,Other,2,1,0,3,1,,,,2
2006-10,Employment Discrimination,Other,2,3,0,2,1,,,,1
2006-11,Employment Discrimination,Other,3,1,0,0,,,,,
2006-12,Employment Discrimination,Other,0,1,0,1,,,,,1
2007-01,Employment Discrimination,Other,4,1,0,2,,,,1,1
2007-02,Employment Discrimination,Other,0,1,0,1,,,,1,
2007-05,Employment Discrimination,Other,1,1,1,5,4,,,,1
2007-06,Employment Discrimination,Other,0,1,0,2,1,,1,,
2007-07,Employment Discrimination,Other,1,1,0,0,,,,,
2007-08,Employment Discrimination,Other,1,2,0,1,,,,,1
2007-09,Employment Discrimination,Other,0,1,0,5,3,1,,,1
2007-10,Employment Discrimination,Other,1,0,0,1,,,,,1
2007-11,Employment Discrimination,Other,3,0,0,1,,,,,1
2007-12,Employment Discrimination,Other,3,3,0,1,1,,,,
2008-01,Employment Discrimination,Other,0,1,0,1,,1,,,
2008-02,Employment Discrimination,Other,1,0,0,0,,,,,
2008-03,Employment Discrimination,Other,0,0,0,1,1,,,,
2008-04,Employment Discrimination,Other,0,1,2,0,,,,,
2008-05,Employment Discrimination,Other,2,0,1,0,,,,,
2008-06,Employment Discrimination,Other,1,2,1,1,,,,,1
2008-07,Employment Discrimination,Other,0,1,1,2,1,,,,1
2008-08,Employment Discrimination,Other,2,0,0,0,,,,,
2008-09,Employment Discrimination,Other,2,3,0,1,,1,,,
2008-10,Employment Discrimination,Other,4,3,0,0,,,,,
2008-11,Employment Discrimination,Other,2,1,0,2,,,,,2
2009-01,Employment Discrimination,Other,1,1,0,3,,,,1,2
2009-03,Employment Discrimination,Other,0,0,0,2,1,,,,1
2009-04,Employment Discrimination,Other,1,1,0,1,,,,,1
2009-06,Employment Discrimination,Other,0,0,0,1,1,,,,
2009-07,Employment Discrimination,Other,0,0,0,2,2,,,,
2009-08,Employment Discrimination,Other,0,0,0,1,,,,,1
2009-09,Employment Discrimination,Other,0,1,0,2,,2,,,
2009-10,Employment Discrimination,Other,2,0,0,0,,,,,
2009-11,Employment Discrimination,Other,1,1,0,0,,,,,
2009-12,Employment Discrimination,Other,1,1,0,1,,,,,1
2010-01,Employment Discrimination,Other,3,2,0,1,,,,,1
2010-02,Employment Discrimination,Other,0,0,0,2,,,,,2
2010-03,Employment Discrimination,Other,0,0,0,1,,,,,1
2010-04,Employment Discrimination,Other,1,0,0,0,,,,,
2010-05,Employment Discrimination,Other,2,2,0,0,,,,,
2010-06,Employment Discrimination,Other,0,0,0,2,,1,,,1
2010-07,Employment Discrimination,Other,2,2,0,0,,,,,
2010-08,Employment Discrimination,Other,4,4,0,1,,,,,1
2010-09,Employment Discrimination,Other,1,1,0,0,,,,,
2010-10,Employment Discrimination,Other,2,1,0,2,,,,,2
2010-11,Employment Discrimination,Other,0,0,0,5,,2,,,3
2010-12,Employment Discrimination,Other,2,2,0,1,,,,1,
2011-01,Employment Discrimination,Other,3,4,0,0,,,,,
2011-02,Employment Discrimination,Other,3,3,1,0,,,,,
2011-03,Employment Discrimination,Other,1,1,0,0,,,,,
2011-04,Employment Discrimination,Other,0,2,0,4,1,,,,3
2011-05,Employment Discrimination,Other,4,2,0,2,,,,1,1
2011-06,Employment Discrimination,Other,3,1,0,1,,,,,1
2011-07,Employment Discrimination,Other,0,1,0,0,,,,,
2011-08,Employment Discrimination,Other,0,0,0,2,1,,,,1
2011-09,Employment Discrimination,Other,0,1,1,1,,,,,1
2011-10,Employment Discrimination,Other,4,3,0,1,,,,,1
2011-11,Employment Discrimination,Other,1,1,0,1,,,,,1
2011-12,Employment Discrimination,Other,1,1,0,5,,,,2,3
2012-01,Employment Discrimination,Other,0,2,0,3,1,,,,2
2012-02,Employment Discrimination,Other,1,0,0,1,,,,,1
2012-03,Employment Discrimination,Other,3,1,0,1,1,,,,
2012-05,Employment Discrimination,Other,0,0,0,2,,,,1,1
2012-06,Employment Discrimination,Other,1,0,0,1,,,,,1
2012-07,Employment Discrimination,Other,1,0,0,3,1,,,,2
2012-08,Employment Discrimination,Other,1,0,0,0,,,,,
2012-09,Employment Discrimination,Other,0,1,1,1,1,,,,
2012-10,Employment Discrimination,Other,1,1,0,0,,,,,
2012-11,Employment Discrimination,Other,2,1,0,0,,,,,
2012-12,Employment Discrimination,Other,1,1,1,0,,,,,
2013-01,Employment Discrimination,Other,2,2,1,1,,,,,1
2013-02,Employment Discrimination,Other,1,0,0,0,,,,,
2013-03,Employment Discrimination,Other,0,0,1,0,,,,,
2013-04,Employment Discrimination,Other,0,1,0,0,,,,,
2013-06,Employment Discrimination,Other,1,0,0,1,,,,,1
2013-07,Employment Discrimination,Other,1,0,0,1,1,,,,
2013-08,Employment Discrimination,Other,1,2,0,0,,,,,
2013-09,Employment Discrimination,Other,1,0,1,0,,,,,
2013-10,Employment Discrimination,Other,0,0,0,1,,,,,1
2013-12,Employment Discrimination,Other,1,1,0,1,,,,,1
2014-01,Employment Discrimination,Other,2,0,0,0,,,,,
2014-02,Employment Discrimination,Other,0,1,0,0,,,,,
2014-03,Employment Discrimination,Other,0,0,1,3,1,,,,2
2014-04,Employment Discrimination,Other,0,0,1,1,,1,,,
2014-06,Employment Discrimination,Other,0,1,0,0,,,,,
2014-07,Employment Discrimination,Other,1,2,0,0,,,,,
2014-10,Employment Discrimination,Other,1,0,0,0,,,,,
2014-12,Employment Discrimination,Other,2,4,0,1,,,,,1
2015-01,Employment Discrimination,Other,3,1,0,0,,,,,
2015-03,Employment Discrimination,Other,2,1,0,0,,,,,
2015-04,Employment Discrimination,Other,1,0,0,2,1,,,,1
2015-05,Employment Discrimination,Other,1,1,0,0,,,,,
2015-08,Employment Discrimination,Other,0,1,1,1,,,,,1
2015-09,Employment Discrimination,Other,1,1,0,1,,,,,1
2015-10,Employment Discrimination,Other,4,6,0,0,,,,,
2015-11,Employment Discrimination,Other,2,0,1,1,1,,,,
2015-12,Employment Discrimination,Other,0,1,0,2,1,1,,,
2016-01,Employment Discrimination,Other,1,0,0,0,,,,,
2016-02,Employment Discrimination,Other,0,0,0,3,1,,,,2
2016-04,Employment Discrimination,Other,2,2,0,0,,,,,
2016-05,Employment Discrimination,Other,2,2,0,0,,,,,
2016-06,Employment Discrimination,Other,1,1,0,3,1,,,,2
2016-07,Employment Discrimination,Other,2,1,0,0,,,,,
2016-08,Employment Discrimination,Other,3,3,0,2,1,,,,1
2016-09,Employment Discrimination,Other,1,0,0,0,,,,,
2016-10,Employment Discrimination,Other,1,2,0,1,,,,,1
2016-11,Employment Discrimination,Other,2,3,0,0,,,,,
