ym,category,role,matters_received,cases_filed,matters_terminated,cases_terminated,d_judg_us,d_settle,d_against,d_dismissed,d_other
2022-07,Fraud,Other,37,17,28,15,1,5,,5,4
2022-08,Fraud,Other,40,17,30,6,1,1,,,4
2022-09,Fraud,Other,38,14,29,12,2,3,,3,4
2022-10,Fraud,Other,41,16,17,8,2,2,,,4
2022-11,Fraud,Other,38,14,26,12,,3,,3,6
2022-12,Fraud,Other,35,10,27,11,2,,,4,5
2023-01,Fraud,Other,55,17,54,4,,1,,2,1
2023-02,Fraud,Other,36,9,28,7,1,2,,1,3
2023-03,Fraud,Other,74,23,38,4,1,,,,3
2023-04,Fraud,Other,74,7,14,8,2,1,,2,3
2023-05,Fraud,Other,46,13,17,12,2,1,1,4,4
2023-06,Fraud,Other,38,7,16,11,2,2,,,7
2023-07,Fraud,Other,33,12,23,9,1,1,1,2,4
2023-08,Fraud,Other,35,7,21,9,1,3,,3,2
2023-09,Fraud,Other,45,9,35,20,3,5,1,4,7
2023-10,Fraud,Other,40,15,7,6,1,3,,2,
2023-11,Fraud,Other,31,11,22,8,1,1,1,4,1
2023-12,Fraud,Other,32,12,14,3,,2,,1,
2024-01,Fraud,Other,40,7,24,13,3,3,,5,2
2024-02,Fraud,Other,73,13,34,10,1,2,,4,3
2024-03,Fraud,Other,35,15,40,16,2,2,,5,7
2024-04,Fraud,Other,33,10,15,12,1,2,,5,4
2024-05,Fraud,Other,66,20,20,5,1,1,,2,1
2024-06,Fraud,Other,44,19,14,11,1,4,,2,4
2024-07,Fraud,Other,26,18,38,10,,3,,6,1
2024-08,Fraud,Other,28,17,28,7,,1,,2,4
2024-09,Fraud,Other,32,15,39,10,,,,8,2
2024-10,Fraud,Other,29,15,20,14,1,3,,5,5
2024-11,Fraud,Other,21,6,23,7,,2,,5,
2024-12,Fraud,Other,21,10,21,7,1,1,,3,2
2025-01,Fraud,Other,27,18,18,13,1,3,,6,3
2025-02,Fraud,Other,36,12,33,10,2,,,4,4
2025-03,Fraud,Other,44,24,40,12,2,2,1,2,5
2025-04,Fraud,Other,43,23,22,10,2,3,,3,2
2025-05,Fraud,Other,43,27,13,10,,2,1,3,4
2025-06,Fraud,Other,51,27,15,14,2,3,,3,6
2025-07,Fraud,Other,36,22,12,6,1,3,,,2
2025-08,Fraud,Other,35,15,14,14,2,,1,4,7
2025-09,Fraud,Other,16,10,43,11,2,2,1,2,4
2025-10,Fraud,Other,41,27,13,8,1,2,,4,1
2025-11,Fraud,Other,43,28,8,9,,2,,7,
2025-12,Fraud,Other,28,18,20,7,,2,,2,3
2026-01,Fraud,Other,41,27,12,2,,,,1,1
2026-02,Fraud,Other,26,11,17,7,,4,,1,2
2026-03,Fraud,Other,39,22,54,10,,2,,,8
2026-04,Fraud,Other,27,16,11,5,2,,,1,2
2026-05,Fraud,Other,34,16,22,8,,2,,4,2
2026-06,Fraud,Other,40,24,8,9,2,1,,4,2
2026-07,Fraud,Other,26,18,13,7,,1,,3,3
1994-10,Immigration,Other,2,2,3,2,,,,,2
1994-11,Immigration,Other,1,1,0,0,,,,,
1994-12,Immigration,Other,4,3,3,1,,,,,1
1995-01,Immigration,Other,2,1,1,1,,,,,1
1995-02,Immigration,Other,2,1,0,3,,,,,3
1995-03,Immigration,Other,5,4,1,1,,,,,1
1995-04,Immigration,Other,6,4,0,4,,,,,4
1995-05,Immigration,Other,7,6,1,2,,,,,2
1995-06,Immigration,Other,5,3,1,8,,,,,8
1995-07,Immigration,Other,5,4,1,3,,,,,3
1995-08,Immigration,Other,2,2,0,5,,,2,,3
1995-09,Immigration,Other,6,2,2,5,1,,,,4
1995-10,Immigration,Other,4,1,2,5,,,,,5
1995-11,Immigration,Other,6,6,2,0,,,,,
1995-12,Immigration,Other,3,3,0,1,,,,,1
1996-01,Immigration,Other,9,2,1,2,,,,,2
1996-02,Immigration,Other,1,2,0,3,,,,,3
1996-03,Immigration,Other,3,4,1,4,,,,,4
1996-04,Immigration,Other,6,4,1,2,,,,,2
1996-05,Immigration,Other,5,5,0,2,,,,,2
1996-06,Immigration,Other,4,2,1,1,,,,,1
1996-07,Immigration,Other,5,5,0,3,1,,,,2
1996-08,Immigration,Other,1,0,1,0,,,,,
1996-09,Immigration,Other,0,1,2,5,,,,,5
1996-10,Immigration,Other,4,5,2,1,,,,,1
1996-11,Immigration,Other,6,4,2,2,,,,,2
1996-12,Immigration,Other,2,1,1,3,,2,,,1
1997-01,Immigration,Other,12,5,1,5,,,1,,4
1997-02,Immigration,Other,2,3,0,2,,,,,2
1997-03,Immigration,Other,2,2,0,1,,,,,1
1997-04,Immigration,Other,3,2,1,1,,,,,1
1997-05,Immigration,Other,3,5,0,4,2,,,,2
1997-06,Immigration,Other,6,4,1,2,,,,,2
1997-07,Immigration,Other,6,7,0,5,,,,,5
1997-08,Immigration,Other,3,2,0,2,,,,,2
1997-09,Immigration,Other,4,2,1,1,,,,,1
1997-10,Immigration,Other,3,2,1,1,,,,,1
1997-11,Immigration,Other,3,4,0,3,,,,,3
1997-12,Immigration,Other,9,11,1,3,,,,,3
1998-01,Immigration,Other,21,20,0,4,,,,,4
1998-02,Immigration,Other,26,22,0,13,,,,,13
1998-03,Immigration,Other,25,20,1,31,,,,1,30
1998-04,Immigration,Other,44,36,1,4,1,,,,3
1998-05,Immigration,Other,27,29,1,2,,,1,,1
1998-06,Immigration,Other,35,35,1,2,,,,,2
1998-07,Immigration,Other,38,30,1,9,,,,,9
1998-08,Immigration,Other,29,29,4,9,,,,,9
1998-09,Immigration,Other,23,16,7,0,,,,,
1998-10,Immigration,Other,12,10,0,8,,,,,8
1998-11,Immigration,Other,8,8,0,4,,,,,4
1998-12,Immigration,Other,10,11,0,5,,1,,,4
1999-01,Immigration,Other,17,13,0,6,,,,,6
1999-02,Immigration,Other,12,13,0,8,,,,,8
1999-03,Immigration,Other,23,13,1,19,,,,,19
1999-04,Immigration,Other,15,15,0,1,,,,,1
1999-05,Immigration,Other,25,18,0,15,,,,1,14
1999-06,Immigration,Other,12,5,4,6,,1,,,5
1999-07,Immigration,Other,13,11,1,3,1,,,,2
1999-08,Immigration,Other,26,25,0,0,,,,,
1999-09,Immigration,Other,19,15,2,3,,,,1,2
1999-10,Immigration,Other,18,20,22,1,,,,,1
1999-11,Immigration,Other,23,22,4,2,2,,,,
1999-12,Immigration,Other,23,18,7,1,,,,,1
2000-01,Immigration,Other,21,18,0,3,1,,,,2
2000-02,Immigration,Other,28,15,6,5,2,,,,3
2000-03,Immigration,Other,40,29,1,3,1,1,,1,
2000-04,Immigration,Other,24,20,1,17,1,,1,1,14
2000-05,Immigration,Other,14,11,3,14,,,,1,13
2000-06,Immigration,Other,105,26,4,32,,2,,2,28
2000-07,Immigration,Other,27,21,17,93,,71,,1,21
2000-08,Immigration,Other,18,13,2,11,,6,,,5
2000-09,Immigration,Other,28,16,2,8,1,1,2,,4
2000-10,Immigration,Other,17,15,0,7,,,,1,6
2000-11,Immigration,Other,12,14,8,4,1,,,1,2
2000-12,Immigration,Other,24,13,0,14,1,1,,,12
2001-01,Immigration,Other,17,15,2,13,1,,,,12
2001-02,Immigration,Other,21,15,20,8,,,,2,6
2001-03,Immigration,Other,20,19,3,14,,,,,14
2001-04,Immigration,Other,17,13,7,7,,2,,2,3
2001-05,Immigration,Other,23,29,0,12,,,,,12
2001-06,Immigration,Other,25,15,13,17,4,1,,,12
2001-07,Immigration,Other,18,10,1,35,1,12,,,22
2001-08,Immigration,Other,15,19,2,16,3,,,2,11
2001-09,Immigration,Other,10,9,0,5,,,,1,4
2001-10,Immigration,Other,25,18,9,7,1,,1,,5
2001-11,Immigration,Other,18,12,1,2,,,,,2
2001-12,Immigration,Other,14,12,0,2,1,,,,1
2002-01,Immigration,Other,23,24,17,5,2,,,,3
2002-02,Immigration,Other,33,29,2,9,2,1,,1,5
2002-03,Immigration,Other,39,32,10,3,1,,,,2
2002-04,Immigration,Other,58,46,1,13,,,,,13
2002-05,Immigration,Other,28,51,5,6,1,,,,5
2002-06,Immigration,Other,72,63,2,24,2,,,,22
2002-07,Immigration,Other,111,120,1,49,1,,,,48
2002-08,Immigration,Other,87,110,12,20,2,,,,18
2002-09,Immigration,Other,66,117,10,4,,,,,4
2002-10,Immigration,Other,138,162,4,24,,,,,24
2002-11,Immigration,Other,175,201,1,13,1,,,,12
2002-12,Immigration,Other,134,239,4,7,2,,,,5
2003-01,Immigration,Other,218,281,6,3,1,,,,2
2003-02,Immigration,Other,131,244,0,12,2,,,,10
2003-03,Immigration,Other,290,245,22,7,1,,,,6
2003-04,Immigration,Other,129,248,1,9,1,,,,8
2003-05,Immigration,Other,210,252,23,10,2,,,1,7
2003-06,Immigration,Other,266,201,2,53,8,1,,,44
2003-07,Immigration,Other,209,193,7,20,,,,1,19
2003-08,Immigration,Other,78,155,28,22,,,,,22
2003-09,Immigration,Other,81,232,1,74,,3,,,71
2003-10,Immigration,Other,279,237,2,107,,2,,,105
2003-11,Immigration,Other,155,224,30,40,,2,3,,35
2003-12,Immigration,Other,273,284,2,41,1,,,,40
2004-01,Immigration,Other,195,230,0,46,1,8,,,37
2004-02,Immigration,Other,217,197,21,82,11,5,,1,65
2004-03,Immigration,Other,253,359,0,61,2,,,,59
2004-04,Immigration,Other,310,360,4,43,2,3,,,38
2004-05,Immigration,Other,221,397,1,51,1,,,,50
2004-06,Immigration,Other,283,402,16,28,,3,,,25
2004-07,Immigration,Other,274,388,4,24,,2,1,2,19
2004-08,Immigration,Other,380,309,2,137,1,,1,,135
2004-09,Immigration,Other,320,270,7,98,1,22,,1,74
2004-10,Immigration,Other,169,240,8,84,,4,,,80
2004-11,Immigration,Other,168,328,0,193,,4,,,189
2004-12,Immigration,Other,363,275,6,197,,5,,,192
2005-01,Immigration,Other,310,260,1,217,3,62,,,152
2005-02,Immigration,Other,158,231,5,184,,109,,,75
2005-03,Immigration,Other,425,333,8,233,,84,,,149
2005-04,Immigration,Other,239,288,1,218,2,92,,,124
2005-05,Immigration,Other,426,330,2,189,2,35,,,152
2005-06,Immigration,Other,391,388,6,248,,46,,,202
2005-07,Immigration,Other,410,384,15,311,,79,,,232
2005-08,Immigration,Other,355,361,0,360,1,166,,,193
2005-09,Immigration,Other,200,324,57,309,1,45,1,,262
2005-10,Immigration,Other,391,410,1,478,,155,,,323
2005-11,Immigration,Other,520,355,2,367,2,102,,,263
2005-12,Immigration,Other,428,349,1,449,1,64,,,384
2006-01,Immigration,Other,517,279,6,447,1,20,,,426
2006-02,Immigration,Other,426,246,4,409,,70,,,339
2006-03,Immigration,Other,258,257,1,441,,45,,,396
2006-04,Immigration,Other,301,316,2,398,,53,,,345
2006-05,Immigration,Other,355,197,3,466,,18,,,448
2006-06,Immigration,Other,370,121,3,708,1,143,,,564
2006-07,Immigration,Other,125,92,3,526,2,111,,1,412
2006-08,Immigration,Other,158,98,2,613,,59,,1,553
2006-09,Immigration,Other,150,88,3,423,,99,,1,323
2006-10,Immigration,Other,158,88,5,422,,111,,,311
2006-11,Immigration,Other,138,79,5,322,3,79,,1,239
2006-12,Immigration,Other,107,28,4,253,,20,,1,232
2007-01,Immigration,Other,126,36,2,295,1,32,1,,261
2007-02,Immigration,Other,79,20,5,240,,28,,,212
2007-03,Immigration,Other,55,20,10,342,1,87,,,254
2007-04,Immigration,Other,24,11,3,408,1,110,,,297
2007-05,Immigration,Other,20,7,6,237,1,57,1,1,177
2007-06,Immigration,Other,19,4,1,199,1,47,,,151
2007-07,Immigration,Other,13,5,5,200,1,45,,,154
2007-08,Immigration,Other,23,9,1,257,1,31,,,225
2007-09,Immigration,Other,5,3,3,110,,20,,,90
2007-10,Immigration,Other,7,5,1,167,4,43,,,120
2007-11,Immigration,Other,3,5,2,68,2,14,,1,51
2007-12,Immigration,Other,5,2,1,59,1,10,,,48
2008-01,Immigration,Other,7,6,2,118,1,41,,,76
2008-02,Immigration,Other,5,0,1,78,,19,,2,57
2008-03,Immigration,Other,6,1,2,119,,47,,1,71
2008-04,Immigration,Other,11,9,6,89,,28,,1,60
2008-05,Immigration,Other,3,3,2,75,,32,,3,40
2008-06,Immigration,Other,7,1,1,67,1,17,1,2,46
2008-07,Immigration,Other,5,2,6,39,,10,,,29
2008-08,Immigration,Other,4,2,2,72,,46,,,26
2008-09,Immigration,Other,4,3,2,26,,11,,,15
2008-10,Immigration,Other,8,7,3,38,1,12,1,,24
2008-11,Immigration,Other,4,5,1,18,2,5,,,11
2008-12,Immigration,Other,10,7,1,33,3,8,1,,21
2009-01,Immigration,Other,8,8,2,26,1,4,,2,19
2009-02,Immigration,Other,10,4,3,18,,3,1,,14
2009-03,Immigration,Other,8,5,4,20,3,5,,1,11
2009-04,Immigration,Other,8,6,4,24,2,6,,1,15
2009-05,Immigration,Other,9,8,3,21,2,8,,,11
2009-06,Immigration,Other,6,1,2,17,4,5,,2,6
2009-07,Immigration,Other,8,9,5,14,8,1,,,5
2009-08,Immigration,Other,14,4,1,17,2,5,,1,9
2009-09,Immigration,Other,8,4,4,22,1,12,,,9
2009-10,Immigration,Other,7,5,1,19,2,3,,,14
2009-11,Immigration,Other,5,6,2,16,5,,1,,10
2009-12,Immigration,Other,9,8,1,10,3,1,,,6
2010-01,Immigration,Other,8,5,3,6,2,,,,4
2010-02,Immigration,Other,8,7,2,6,,,,,6
2010-03,Immigration,Other,4,3,4,14,8,1,1,,4
2010-04,Immigration,Other,5,3,1,7,4,2,,,1
2010-05,Immigration,Other,4,4,1,12,4,,1,1,6
2010-06,Immigration,Other,10,6,1,7,3,,,1,3
2010-07,Immigration,Other,5,3,2,10,1,,,,9
2010-08,Immigration,Other,5,3,1,7,3,,,1,3
2010-09,Immigration,Other,4,2,4,8,4,,,,4
2010-10,Immigration,Other,5,4,1,4,1,,,,3
2010-11,Immigration,Other,4,5,1,6,,,,,6
2010-12,Immigration,Other,8,13,1,7,4,,1,,2
2011-01,Immigration,Other,12,9,1,8,3,,,1,4
2011-02,Immigration,Other,5,5,3,9,5,,,1,3
2011-03,Immigration,Other,14,13,1,13,3,1,1,1,7
2011-04,Immigration,Other,11,10,1,13,11,,,,2
2011-05,Immigration,Other,10,9,0,7,2,,,,5
2011-06,Immigration,Other,11,9,2,8,2,1,,,5
2011-07,Immigration,Other,9,4,1,12,8,,,,4
2011-08,Immigration,Other,12,9,3,12,7,,,,5
2011-09,Immigration,Other,3,4,1,6,4,,,,2
2011-10,Immigration,Other,7,5,1,9,7,,,,2
2011-11,Immigration,Other,11,6,1,4,3,,,,1
2011-12,Immigration,Other,4,4,2,5,1,1,2,,1
2012-01,Immigration,Other,7,9,3,7,4,,,,3
2012-02,Immigration,Other,7,4,0,1,,,,,1
2012-03,Immigration,Other,2,2,2,1,1,,,,
2012-04,Immigration,Other,6,3,3,8,6,,1,,1
2012-05,Immigration,Other,8,8,3,10,6,,1,,3
2012-06,Immigration,Other,5,5,1,4,3,,,,1
2012-07,Immigration,Other,10,8,1,4,3,,,,1
2012-08,Immigration,Other,8,7,2,8,6,,,,2
2012-09,Immigration,Other,8,3,1,7,1,,,,6
2012-10,Immigration,Other,3,2,1,3,3,,,,
2012-11,Immigration,Other,5,7,2,7,6,,,,1
2012-12,Immigration,Other,7,5,0,6,4,,,,2
2013-01,Immigration,Other,27,6,2,3,1,,,1,1
2013-02,Immigration,Other,6,5,2,3,2,1,,,
2013-03,Immigration,Other,3,4,3,11,8,,1,,2
2013-04,Immigration,Other,7,10,1,10,5,,1,,4
2013-05,Immigration,Other,13,7,0,7,5,1,,,1
2013-06,Immigration,Other,4,4,1,6,3,,1,1,1
2013-07,Immigration,Other,7,6,1,5,4,,,,1
2013-08,Immigration,Other,1,4,1,1,1,,,,
2013-09,Immigration,Other,1,1,6,5,5,,,,
2013-10,Immigration,Other,4,3,5,9,7,,,,2
2013-11,Immigration,Other,3,2,1,3,2,,,,1
2013-12,Immigration,Other,7,6,0,3,2,,,,1
2014-01,Immigration,Other,7,5,4,6,4,,,,2
2014-02,Immigration,Other,18,2,2,3,1,,,1,1
2014-03,Immigration,Other,6,4,0,3,2,,,1,
2014-04,Immigration,Other,7,6,5,6,5,,,,1
2014-05,Immigration,Other,4,3,1,6,4,,,,2
2014-06,Immigration,Other,4,3,1,5,4,1,,,
2014-07,Immigration,Other,5,3,3,3,2,,1,,
2014-08,Immigration,Other,3,5,3,4,2,,,,2
2014-09,Immigration,Other,7,3,1,4,2,,,,2
2014-10,Immigration,Other,0,1,0,6,4,,,,2
2014-11,Immigration,Other,1,3,5,2,1,,,1,
2014-12,Immigration,Other,8,0,0,3,2,,,1,
2015-01,Immigration,Other,0,0,1,5,4,,,,1
2015-02,Immigration,Other,0,1,0,2,1,,,1,
2015-03,Immigration,Other,1,0,0,3,3,,,,
2015-04,Immigration,Other,4,1,0,2,2,,,,
2015-05,Immigration,Other,1,1,0,2,,,,,2
2015-06,Immigration,Other,2,3,2,2,2,,,,
2015-07,Immigration,Other,4,2,1,0,,,,,
2015-08,Immigration,Other,5,5,0,2,,,,1,1
2015-09,Immigration,Other,3,2,1,1,,,,1,
2015-10,Immigration,Other,1,0,3,4,1,,,1,2
2015-11,Immigration,Other,1,1,0,0,,,,,
2015-12,Immigration,Other,1,1,0,2,,,,1,1
2016-01,Immigration,Other,0,1,3,3,1,,,,2
2016-02,Immigration,Other,2,1,0,4,,,,1,3
2016-03,Immigration,Other,6,4,0,5,,,,4,1
2016-04,Immigration,Other,4,0,1,2,1,,,1,
2016-05,Immigration,Other,0,0,1,1,1,,,,
2016-06,Immigration,Other,1,2,0,1,,,,,1
2016-07,Immigration,Other,3,1,0,2,2,,,,
2016-08,Immigration,Other,6,6,2,1,1,,,,
2016-09,Immigration,Other,4,2,0,2,,,,,2
2016-10,Immigration,Other,5,4,0,2,,,,,2
2016-11,Immigration,Other,6,5,0,4,2,,,2,
2016-12,Immigration,Other,2,2,3,1,,,,1,
2017-01,Immigration,Other,5,7,0,2,2,,,,
2017-02,Immigration,Other,5,4,0,1,,,,1,
2017-03,Immigration,Other,9,7,5,7,4,,,1,2
2017-04,Immigration,Other,4,3,0,5,3,,,1,1
2017-05,Immigration,Other,11,11,1,0,,,,,
2017-06,Immigration,Other,10,12,1,4,1,,1,1,1
2017-07,Immigration,Other,10,9,1,13,6,,,5,2
2017-08,Immigration,Other,18,13,1,8,3,,4,,1
2017-09,Immigration,Other,3,4,1,6,3,,1,2,
2017-10,Immigration,Other,6,6,0,10,4,,1,2,3
2017-11,Immigration,Other,11,8,3,6,2,,1,,3
2017-12,Immigration,Other,2,1,0,7,3,,,,4
2018-01,Immigration,Other,3,1,0,4,2,,,1,1
2018-02,Immigration,Other,3,3,2,3,1,,1,,1
2018-03,Immigration,Other,7,5,2,4,2,,,,2
2018-04,Immigration,Other,6,5,2,4,3,,,,1
2018-05,Immigration,Other,8,7,1,7,2,,,3,2
2018-06,Immigration,Other,5,3,0,1,,,,,1
2018-07,Immigration,Other,6,7,2,6,2,,1,3,
2018-08,Immigration,Other,9,3,3,4,,,,4,
2018-09,Immigration,Other,2,1,1,3,1,,1,1,
2018-10,Immigration,Other,4,2,1,7,2,,,1,4
2018-11,Immigration,Other,4,3,0,2,1,,,,1
2018-12,Immigration,Other,4,2,1,4,4,,,,
2019-01,Immigration,Other,13,12,0,3,1,,,2,
2019-02,Immigration,Other,3,2,1,8,3,,,4,1
2019-03,Immigration,Other,3,3,2,10,5,,,3,2
2019-04,Immigration,Other,2,2,1,2,,,,2,
2019-05,Immigration,Other,1,5,0,4,3,,,,1
2019-06,Immigration,Other,3,4,0,5,2,1,,,2
2019-07,Immigration,Other,10,5,0,5,2,,,2,1
2019-08,Immigration,Other,5,1,2,6,1,,,2,3
2019-09,Immigration,Other,2,0,3,6,4,,,1,1
2019-10,Immigration,Other,0,1,0,3,,1,,,2
2019-11,Immigration,Other,4,6,0,1,1,,,,
2019-12,Immigration,Other,3,4,0,2,1,,,1,
2020-01,Immigration,Other,8,2,2,4,,,,1,3
2020-02,Immigration,Other,4,4,0,4,1,,1,2,
2020-03,Immigration,Other,6,3,1,3,1,,,2,
2020-04,Immigration,Other,5,4,0,0,,,,,
2020-05,Immigration,Other,8,6,0,4,1,,,2,1
2020-06,Immigration,Other,11,4,0,11,8,,1,2,
2020-07,Immigration,Other,10,6,0,4,2,,,1,1
2020-08,Immigration,Other,5,2,1,3,2,,,1,
2020-09,Immigration,Other,20,3,3,3,,,,1,2
2020-10,Immigration,Other,2,1,0,3,1,,,,2
2020-11,Immigration,Other,5,1,0,0,,,,,
2020-12,Immigration,Other,3,4,1,4,1,,,,3
2021-01,Immigration,Other,4,0,0,3,,,,2,1
2021-02,Immigration,Other,9,7,6,4,1,,,1,2
2021-03,Immigration,Other,5,6,13,6,1,,,3,2
2021-04,Immigration,Other,5,4,1,3,,,,2,1
2021-05,Immigration,Other,17,8,1,0,,,,,
2021-06,Immigration,Other,11,15,1,4,1,,,2,1
2021-07,Immigration,Other,14,9,1,8,1,,,5,2
2021-08,Immigration,Other,8,2,9,3,1,,,1,1
2021-09,Immigration,Other,12,3,8,5,1,,,2,2
2021-10,Immigration,Other,6,8,3,9,2,,1,3,3
2021-11,Immigration,Other,9,4,9,9,1,,1,7,
2021-12,Immigration,Other,5,2,1,4,1,,1,2,
2022-01,Immigration,Other,18,8,4,7,3,,1,2,1
2022-02,Immigration,Other,12,4,9,5,2,,,1,2
2022-03,Immigration,Other,5,4,4,4,1,,,3,
2022-04,Immigration,Other,7,2,6,5,1,,,4,
2022-05,Immigration,Other,10,5,5,4,2,,,1,1
2022-06,Immigration,Other,13,3,6,5,2,,,1,2
2022-07,Immigration,Other,6,6,4,2,,,,2,
2022-08,Immigration,Other,12,5,8,6,1,,,5,
2022-09,Immigration,Other,10,6,4,6,1,,1,4,
2022-10,Immigration,Other,11,0,5,3,1,,,2,
2022-11,Immigration,Other,11,1,5,2,,,,1,1
2022-12,Immigration,Other,6,5,7,2,,,,2,
2023-01,Immigration,Other,15,3,5,3,,,,2,1
2023-02,Immigration,Other,10,4,5,2,,,,2,
2023-03,Immigration,Other,8,4,7,6,1,,,3,2
2023-04,Immigration,Other,10,4,3,4,1,,,3,
2023-05,Immigration,Other,7,3,3,5,2,,1,2,
2023-06,Immigration,Other,8,2,6,1,,,,1,
2023-07,Immigration,Other,8,7,12,1,,,,,1
2023-08,Immigration,Other,14,4,4,6,,,,5,1
2023-09,Immigration,Other,8,5,2,7,1,,,6,
2023-10,Immigration,Other,20,2,6,3,,,,2,1
2023-11,Immigration,Other,14,1,5,4,1,,,1,2
2023-12,Immigration,Other,7,3,1,2,1,,,1,
2024-01,Immigration,Other,18,4,1,3,,,,3,
2024-02,Immigration,Other,5,0,11,3,,,,3,
2024-03,Immigration,Other,6,2,6,4,2,,,2,
2024-04,Immigration,Other,8,2,22,2,,,,2,
2024-05,Immigration,Other,9,1,1,2,1,,,,1
2024-06,Immigration,Other,7,1,8,0,,,,,
2024-07,Immigration,Other,11,1,5,3,,,,2,1
2024-08,Immigration,Other,6,3,15,1,,,,1,
2024-09,Immigration,Other,5,2,7,2,,,,1,1
2024-10,Immigration,Other,9,0,2,2,,,,2,
2024-11,Immigration,Other,10,1,3,0,,,,,
2024-12,Immigration,Other,12,4,10,1,,,,1,
2025-01,Immigration,Other,12,1,11,1,,,,,1
2025-02,Immigration,Other,7,3,4,5,1,,,2,2
2025-03,Immigration,Other,6,0,9,2,1,,,1,
2025-04,Immigration,Other,4,2,10,1,,,,1,
2025-05,Immigration,Other,6,1,4,2,1,,,1,
2025-06,Immigration,Other,4,1,2,0,,,,,
2025-07,Immigration,Other,9,3,5,3,2,,,,1
2025-08,Immigration,Other,10,6,7,4,2,,,1,1
2025-09,Immigration,Other,11,4,7,1,,,,,1
2025-10,Immigration,Other,12,4,4,1,,,,,1
2025-11,Immigration,Other,13,12,4,4,,,2,,2
2025-12,Immigration,Other,17,14,6,6,1,,3,2,
2026-01,Immigration,Other,29,22,4,6,1,,2,1,2
2026-02,Immigration,Other,30,25,4,15,3,,10,,2
2026-03,Immigration,Other,59,43,9,18,3,,12,,3
2026-04,Immigration,Other,61,50,9,14,4,,7,1,2
2026-05,Immigration,Other,87,61,5,5,1,,4,,
2026-06,Immigration,Other,68,47,10,4,2,,1,,1
2026-07,Immigration,Other,77,35,5,7,,,7,,
1994-10,Prisoner Litigation,Other,19,14,0,5,,,,,5
1994-11,Prisoner Litigation,Other,15,13,1,12,2,,,,10
1994-12,Prisoner Litigation,Other,14,15,0,16,2,,,,14
1995-01,Prisoner Litigation,Other,26,21,1,11,1,,,,10
1995-02,Prisoner Litigation,Other,22,18,5,9,1,,,,8
1995-03,Prisoner Litigation,Other,36,33,1,21,1,,,,20
1995-04,Prisoner Litigation,Other,21,24,0,13,,,1,,12
1995-05,Prisoner Litigation,Other,21,19,2,19,1,,,,18
1995-06,Prisoner Litigation,Other,27,24,2,14,,,,,14
1995-07,Prisoner Litigation,Other,18,23,0,12,2,,,,10
1995-08,Prisoner Litigation,Other,31,29,1,11,,,,,11
1995-09,Prisoner Litigation,Other,38,35,1,22,2,,,,20
1995-10,Prisoner Litigation,Other,25,25,2,22,,,,,22
1995-11,Prisoner Litigation,Other,33,26,0,14,,,,,14
1995-12,Prisoner Litigation,Other,29,29,1,19,2,,,,17
1996-01,Prisoner Litigation,Other,51,47,1,22,1,,1,,20
1996-02,Prisoner Litigation,Other,34,34,3,18,1,,,1,16
1996-03,Prisoner Litigation,Other,58,58,2,30,2,,,,28
1996-04,Prisoner Litigation,Other,52,48,0,45,1,,,,44
1996-05,Prisoner Litigation,Other,42,43,1,34,1,,,,33
1996-06,Prisoner Litigation,Other,50,47,3,33,1,,1,,31
1996-07,Prisoner Litigation,Other,39,40,0,36,1,,1,,34
1996-08,Prisoner Litigation,Other,49,43,0,40,2,,,,38
1996-09,Prisoner Litigation,Other,34,36,0,37,,,,,37
1996-10,Prisoner Litigation,Other,47,51,1,39,,,,,39
1996-11,Prisoner Litigation,Other,46,48,0,22,2,,1,,19
1996-12,Prisoner Litigation,Other,46,43,0,24,,,,,24
1997-01,Prisoner Litigation,Other,41,40,1,41,3,,,,38
1997-02,Prisoner Litigation,Other,46,43,1,48,3,,,,45
1997-03,Prisoner Litigation,Other,56,56,0,43,2,,,,41
1997-04,Prisoner Litigation,Other,118,113,2,32,,,,,32
1997-05,Prisoner Litigation,Other,65,64,2,36,1,,,,35
1997-06,Prisoner Litigation,Other,59,55,0,57,1,,,,56
1997-07,Prisoner Litigation,Other,48,46,1,44,,,1,,43
1997-08,Prisoner Litigation,Other,43,41,0,46,1,,,,45
1997-09,Prisoner Litigation,Other,42,39,0,46,3,,,,43
1997-10,Prisoner Litigation,Other,43,51,0,46,,,,,46
1997-11,Prisoner Litigation,Other,17,26,0,46,,,,,46
1997-12,Prisoner Litigation,Other,34,31,0,37,,,,,37
1998-01,Prisoner Litigation,Other,37,30,1,44,1,,,,43
1998-02,Prisoner Litigation,Other,29,30,1,37,1,,,,36
1998-03,Prisoner Litigation,Other,43,39,1,60,1,,,,59
1998-04,Prisoner Litigation,Other,31,24,0,53,2,,,,51
1998-05,Prisoner Litigation,Other,34,27,1,42,2,,,1,39
1998-06,Prisoner Litigation,Other,34,33,3,38,2,,,,36
1998-07,Prisoner Litigation,Other,39,29,1,44,,,,,44
1998-08,Prisoner Litigation,Other,25,40,1,28,1,,,,27
1998-09,Prisoner Litigation,Other,31,34,1,49,2,,,,47
1998-10,Prisoner Litigation,Other,29,30,1,28,,,1,,27
1998-11,Prisoner Litigation,Other,33,30,0,36,3,,,,33
1998-12,Prisoner Litigation,Other,27,24,1,30,1,,,,29
1999-01,Prisoner Litigation,Other,30,29,0,25,1,,,,24
1999-02,Prisoner Litigation,Other,27,24,1,24,,,,,24
