ym,category,role,cases_pending
2020-05,Environmental/Lands,Defendant,560
2020-06,Environmental/Lands,Defendant,560
2020-07,Environmental/Lands,Defendant,574
2020-08,Environmental/Lands,Defendant,577
2020-09,Environmental/Lands,Defendant,573
2020-10,Environmental/Lands,Defendant,577
2020-11,Environmental/Lands,Defendant,591
2020-12,Environmental/Lands,Defendant,597
2021-01,Environmental/Lands,Defendant,609
2021-02,Environmental/Lands,Defendant,602
2021-03,Environmental/Lands,Defendant,591
2021-04,Environmental/Lands,Defendant,601
2021-05,Environmental/Lands,Defendant,601
2021-06,Environmental/Lands,Defendant,596
2021-07,Environmental/Lands,Defendant,601
2021-08,Environmental/Lands,Defendant,598
2021-09,Environmental/Lands,Defendant,589
2021-10,Environmental/Lands,Defendant,575
2021-11,Environmental/Lands,Defendant,579
2021-12,Environmental/Lands,Defendant,580
2022-01,Environmental/Lands,Defendant,585
2022-02,Environmental/Lands,Defendant,597
2022-03,Environmental/Lands,Defendant,575
2022-04,Environmental/Lands,Defendant,578
2022-05,Environmental/Lands,Defendant,583
2022-06,Environmental/Lands,Defendant,584
2022-07,Environmental/Lands,Defendant,585
2022-08,Environmental/Lands,Defendant,557
2022-09,Environmental/Lands,Defendant,526
2022-10,Environmental/Lands,Defendant,527
2022-11,Environmental/Lands,Defendant,532
2022-12,Environmental/Lands,Defendant,527
2023-01,Environmental/Lands,Defendant,517
2023-02,Environmental/Lands,Defendant,509
2023-03,Environmental/Lands,Defendant,502
2023-04,Environmental/Lands,Defendant,509
2023-05,Environmental/Lands,Defendant,510
2023-06,Environmental/Lands,Defendant,517
2023-07,Environmental/Lands,Defendant,516
2023-08,Environmental/Lands,Defendant,514
2023-09,Environmental/Lands,Defendant,520
2023-10,Environmental/Lands,Defendant,514
2023-11,Environmental/Lands,Defendant,521
2023-12,Environmental/Lands,Defendant,528
2024-01,Environmental/Lands,Defendant,539
2024-02,Environmental/Lands,Defendant,530
2024-03,Environmental/Lands,Defendant,531
2024-04,Environmental/Lands,Defendant,544
2024-05,Environmental/Lands,Defendant,554
2024-06,Environmental/Lands,Defendant,572
2024-07,Environmental/Lands,Defendant,601
2024-08,Environmental/Lands,Defendant,634
2024-09,Environmental/Lands,Defendant,670
2024-10,Environmental/Lands,Defendant,703
2024-11,Environmental/Lands,Defendant,713
2024-12,Environmental/Lands,Defendant,738
2025-01,Environmental/Lands,Defendant,759
2025-02,Environmental/Lands,Defendant,758
2025-03,Environmental/Lands,Defendant,767
2025-04,Environmental/Lands,Defendant,806
2025-05,Environmental/Lands,Defendant,848
2025-06,Environmental/Lands,Defendant,916
2025-07,Environmental/Lands,Defendant,967
2025-08,Environmental/Lands,Defendant,1028
2025-09,Environmental/Lands,Defendant,1062
2025-10,Environmental/Lands,Defendant,1139
2025-11,Environmental/Lands,Defendant,1194
2025-12,Environmental/Lands,Defendant,1271
2026-01,Environmental/Lands,Defendant,1317
2026-02,Environmental/Lands,Defendant,1355
2026-03,Environmental/Lands,Defendant,1396
2026-04,Environmental/Lands,Defendant,1388
2026-05,Environmental/Lands,Defendant,1419
2026-06,Environmental/Lands,Defendant,1472
2026-07,Environmental/Lands,Defendant,1452
1994-10,Fraud,Defendant,99
1994-11,Fraud,Defendant,105
1994-12,Fraud,Defendant,109
1995-01,Fraud,Defendant,112
1995-02,Fraud,Defendant,115
1995-03,Fraud,Defendant,118
1995-04,Fraud,Defendant,118
1995-05,Fraud,Defendant,116
1995-06,Fraud,Defendant,116
1995-07,Fraud,Defendant,114
1995-08,Fraud,Defendant,117
1995-09,Fraud,Defendant,119
1995-10,Fraud,Defendant,118
1995-11,Fraud,Defendant,117
1995-12,Fraud,Defendant,120
1996-01,Fraud,Defendant,123
1996-02,Fraud,Defendant,107
1996-03,Fraud,Defendant,101
1996-04,Fraud,Defendant,103
1996-05,Fraud,Defendant,101
1996-06,Fraud,Defendant,104
1996-07,Fraud,Defendant,103
1996-08,Fraud,Defendant,104
1996-09,Fraud,Defendant,104
1996-10,Fraud,Defendant,114
1996-11,Fraud,Defendant,117
1996-12,Fraud,Defendant,120
1997-01,Fraud,Defendant,119
1997-02,Fraud,Defendant,123
1997-03,Fraud,Defendant,128
1997-04,Fraud,Defendant,127
1997-05,Fraud,Defendant,123
1997-06,Fraud,Defendant,124
1997-07,Fraud,Defendant,118
1997-08,Fraud,Defendant,124
1997-09,Fraud,Defendant,121
1997-10,Fraud,Defendant,118
1997-11,Fraud,Defendant,113
1997-12,Fraud,Defendant,111
1998-01,Fraud,Defendant,113
1998-02,Fraud,Defendant,113
1998-03,Fraud,Defendant,112
1998-04,Fraud,Defendant,112
1998-05,Fraud,Defendant,113
1998-06,Fraud,Defendant,111
1998-07,Fraud,Defendant,106
1998-08,Fraud,Defendant,102
1998-09,Fraud,Defendant,103
1998-10,Fraud,Defendant,104
1998-11,Fraud,Defendant,101
1998-12,Fraud,Defendant,102
1999-01,Fraud,Defendant,101
1999-02,Fraud,Defendant,102
1999-03,Fraud,Defendant,103
1999-04,Fraud,Defendant,105
1999-05,Fraud,Defendant,104
1999-06,Fraud,Defendant,99
1999-07,Fraud,Defendant,96
1999-08,Fraud,Defendant,95
1999-09,Fraud,Defendant,93
1999-10,Fraud,Defendant,95
1999-11,Fraud,Defendant,95
1999-12,Fraud,Defendant,94
2000-01,Fraud,Defendant,88
2000-02,Fraud,Defendant,86
2000-03,Fraud,Defendant,80
2000-04,Fraud,Defendant,82
2000-05,Fraud,Defendant,82
2000-06,Fraud,Defendant,78
2000-07,Fraud,Defendant,79
2000-08,Fraud,Defendant,75
2000-09,Fraud,Defendant,68
2000-10,Fraud,Defendant,69
2000-11,Fraud,Defendant,72
2000-12,Fraud,Defendant,69
2001-01,Fraud,Defendant,68
2001-02,Fraud,Defendant,67
2001-03,Fraud,Defendant,65
2001-04,Fraud,Defendant,63
2001-05,Fraud,Defendant,63
2001-06,Fraud,Defendant,67
2001-07,Fraud,Defendant,66
2001-08,Fraud,Defendant,62
2001-09,Fraud,Defendant,64
2001-10,Fraud,Defendant,66
2001-11,Fraud,Defendant,63
2001-12,Fraud,Defendant,61
2002-01,Fraud,Defendant,60
2002-02,Fraud,Defendant,62
2002-03,Fraud,Defendant,59
2002-04,Fraud,Defendant,55
2002-05,Fraud,Defendant,53
2002-06,Fraud,Defendant,53
2002-07,Fraud,Defendant,57
2002-08,Fraud,Defendant,61
2002-09,Fraud,Defendant,65
2002-10,Fraud,Defendant,66
2002-11,Fraud,Defendant,66
2002-12,Fraud,Defendant,62
2003-01,Fraud,Defendant,63
2003-02,Fraud,Defendant,60
2003-03,Fraud,Defendant,57
2003-04,Fraud,Defendant,56
2003-05,Fraud,Defendant,56
2003-06,Fraud,Defendant,54
2003-07,Fraud,Defendant,56
2003-08,Fraud,Defendant,56
2003-09,Fraud,Defendant,56
2003-10,Fraud,Defendant,55
2003-11,Fraud,Defendant,55
2003-12,Fraud,Defendant,55
2004-01,Fraud,Defendant,56
2004-02,Fraud,Defendant,54
2004-03,Fraud,Defendant,52
2004-04,Fraud,Defendant,56
2004-05,Fraud,Defendant,57
2004-06,Fraud,Defendant,61
2004-07,Fraud,Defendant,60
2004-08,Fraud,Defendant,58
2004-09,Fraud,Defendant,57
2004-10,Fraud,Defendant,59
2004-11,Fraud,Defendant,63
2004-12,Fraud,Defendant,61
2005-01,Fraud,Defendant,59
2005-02,Fraud,Defendant,64
2005-03,Fraud,Defendant,61
2005-04,Fraud,Defendant,63
2005-05,Fraud,Defendant,59
2005-06,Fraud,Defendant,62
2005-07,Fraud,Defendant,62
2005-08,Fraud,Defendant,59
2005-09,Fraud,Defendant,61
2005-10,Fraud,Defendant,62
2005-11,Fraud,Defendant,66
2005-12,Fraud,Defendant,66
2006-01,Fraud,Defendant,64
2006-02,Fraud,Defendant,62
2006-03,Fraud,Defendant,63
2006-04,Fraud,Defendant,63
2006-05,Fraud,Defendant,61
2006-06,Fraud,Defendant,64
2006-07,Fraud,Defendant,65
2006-08,Fraud,Defendant,63
2006-09,Fraud,Defendant,63
2006-10,Fraud,Defendant,65
2006-11,Fraud,Defendant,66
2006-12,Fraud,Defendant,67
2007-01,Fraud,Defendant,63
2007-02,Fraud,Defendant,62
2007-03,Fraud,Defendant,64
2007-04,Fraud,Defendant,65
2007-05,Fraud,Defendant,60
2007-06,Fraud,Defendant,64
2007-07,Fraud,Defendant,57
2007-08,Fraud,Defendant,55
2007-09,Fraud,Defendant,54
2007-10,Fraud,Defendant,54
2007-11,Fraud,Defendant,57
2007-12,Fraud,Defendant,56
2008-01,Fraud,Defendant,53
2008-02,Fraud,Defendant,49
2008-03,Fraud,Defendant,49
2008-04,Fraud,Defendant,45
2008-05,Fraud,Defendant,45
2008-06,Fraud,Defendant,45
2008-07,Fraud,Defendant,43
2008-08,Fraud,Defendant,45
2008-09,Fraud,Defendant,43
2008-10,Fraud,Defendant,45
2008-11,Fraud,Defendant,44
2008-12,Fraud,Defendant,38
2009-01,Fraud,Defendant,41
2009-02,Fraud,Defendant,40
2009-03,Fraud,Defendant,35
2009-04,Fraud,Defendant,35
2009-05,Fraud,Defendant,36
2009-06,Fraud,Defendant,37
2009-07,Fraud,Defendant,42
2009-08,Fraud,Defendant,47
2009-09,Fraud,Defendant,47
2009-10,Fraud,Defendant,49
2009-11,Fraud,Defendant,51
2009-12,Fraud,Defendant,53
2010-01,Fraud,Defendant,56
2010-02,Fraud,Defendant,59
2010-03,Fraud,Defendant,57
2010-04,Fraud,Defendant,55
2010-05,Fraud,Defendant,53
2010-06,Fraud,Defendant,49
2010-07,Fraud,Defendant,47
2010-08,Fraud,Defendant,49
2010-09,Fraud,Defendant,48
2010-10,Fraud,Defendant,48
2010-11,Fraud,Defendant,47
2010-12,Fraud,Defendant,46
2011-01,Fraud,Defendant,48
2011-02,Fraud,Defendant,47
2011-03,Fraud,Defendant,48
2011-04,Fraud,Defendant,50
2011-05,Fraud,Defendant,50
2011-06,Fraud,Defendant,47
2011-07,Fraud,Defendant,47
2011-08,Fraud,Defendant,48
2011-09,Fraud,Defendant,50
2011-10,Fraud,Defendant,53
2011-11,Fraud,Defendant,53
2011-12,Fraud,Defendant,54
2012-01,Fraud,Defendant,56
2012-02,Fraud,Defendant,54
2012-03,Fraud,Defendant,53
2012-04,Fraud,Defendant,53
2012-05,Fraud,Defendant,50
2012-06,Fraud,Defendant,49
2012-07,Fraud,Defendant,51
2012-08,Fraud,Defendant,51
2012-09,Fraud,Defendant,51
2012-10,Fraud,Defendant,51
2012-11,Fraud,Defendant,52
2012-12,Fraud,Defendant,50
2013-01,Fraud,Defendant,51
2013-02,Fraud,Defendant,49
2013-03,Fraud,Defendant,49
2013-04,Fraud,Defendant,50
2013-05,Fraud,Defendant,51
2013-06,Fraud,Defendant,49
2013-07,Fraud,Defendant,51
2013-08,Fraud,Defendant,51
2013-09,Fraud,Defendant,49
2013-10,Fraud,Defendant,48
2013-11,Fraud,Defendant,51
2013-12,Fraud,Defendant,52
2014-01,Fraud,Defendant,55
2014-02,Fraud,Defendant,57
2014-03,Fraud,Defendant,54
2014-04,Fraud,Defendant,54
2014-05,Fraud,Defendant,55
2014-06,Fraud,Defendant,56
2014-07,Fraud,Defendant,56
2014-08,Fraud,Defendant,56
2014-09,Fraud,Defendant,56
2014-10,Fraud,Defendant,57
2014-11,Fraud,Defendant,56
2014-12,Fraud,Defendant,52
2015-01,Fraud,Defendant,49
2015-02,Fraud,Defendant,51
2015-03,Fraud,Defendant,53
2015-04,Fraud,Defendant,53
2015-05,Fraud,Defendant,53
2015-06,Fraud,Defendant,55
2015-07,Fraud,Defendant,58
2015-08,Fraud,Defendant,60
2015-09,Fraud,Defendant,62
2015-10,Fraud,Defendant,66
2015-11,Fraud,Defendant,68
2015-12,Fraud,Defendant,68
2016-01,Fraud,Defendant,72
2016-02,Fraud,Defendant,67
2016-03,Fraud,Defendant,61
2016-04,Fraud,Defendant,61
2016-05,Fraud,Defendant,59
2016-06,Fraud,Defendant,59
2016-07,Fraud,Defendant,57
2016-08,Fraud,Defendant,54
2016-09,Fraud,Defendant,53
2016-10,Fraud,Defendant,51
2016-11,Fraud,Defendant,48
2016-12,Fraud,Defendant,49
2017-01,Fraud,Defendant,45
2017-02,Fraud,Defendant,44
2017-03,Fraud,Defendant,41
2017-04,Fraud,Defendant,41
2017-05,Fraud,Defendant,40
2017-06,Fraud,Defendant,40
2017-07,Fraud,Defendant,36
2017-08,Fraud,Defendant,33
2017-09,Fraud,Defendant,32
2017-10,Fraud,Defendant,32
2017-11,Fraud,Defendant,33
2017-12,Fraud,Defendant,35
2018-01,Fraud,Defendant,33
2018-02,Fraud,Defendant,31
2018-03,Fraud,Defendant,32
2018-04,Fraud,Defendant,31
2018-05,Fraud,Defendant,31
2018-06,Fraud,Defendant,32
2018-07,Fraud,Defendant,30
2018-08,Fraud,Defendant,31
2018-09,Fraud,Defendant,31
2018-10,Fraud,Defendant,31
2018-11,Fraud,Defendant,30
2018-12,Fraud,Defendant,33
2019-01,Fraud,Defendant,31
2019-02,Fraud,Defendant,33
2019-03,Fraud,Defendant,33
2019-04,Fraud,Defendant,38
2019-05,Fraud,Defendant,39
2019-06,Fraud,Defendant,41
2019-07,Fraud,Defendant,42
2019-08,Fraud,Defendant,40
2019-09,Fraud,Defendant,36
2019-10,Fraud,Defendant,38
2019-11,Fraud,Defendant,38
2019-12,Fraud,Defendant,38
2020-01,Fraud,Defendant,38
2020-02,Fraud,Defendant,37
2020-03,Fraud,Defendant,39
2020-04,Fraud,Defendant,39
2020-05,Fraud,Defendant,36
2020-06,Fraud,Defendant,37
2020-07,Fraud,Defendant,39
2020-08,Fraud,Defendant,41
2020-09,Fraud,Defendant,44
2020-10,Fraud,Defendant,44
2020-11,Fraud,Defendant,49
2020-12,Fraud,Defendant,49
2021-01,Fraud,Defendant,48
2021-02,Fraud,Defendant,46
2021-03,Fraud,Defendant,41
2021-04,Fraud,Defendant,44
2021-05,Fraud,Defendant,45
2021-06,Fraud,Defendant,45
2021-07,Fraud,Defendant,43
2021-08,Fraud,Defendant,46
2021-09,Fraud,Defendant,47
2021-10,Fraud,Defendant,50
2021-11,Fraud,Defendant,49
2021-12,Fraud,Defendant,51
2022-01,Fraud,Defendant,54
2022-02,Fraud,Defendant,52
2022-03,Fraud,Defendant,53
2022-04,Fraud,Defendant,52
2022-05,Fraud,Defendant,50
2022-06,Fraud,Defendant,54
2022-07,Fraud,Defendant,55
2022-08,Fraud,Defendant,55
2022-09,Fraud,Defendant,49
2022-10,Fraud,Defendant,48
2022-11,Fraud,Defendant,48
2022-12,Fraud,Defendant,49
2023-01,Fraud,Defendant,46
2023-02,Fraud,Defendant,48
2023-03,Fraud,Defendant,47
2023-04,Fraud,Defendant,46
2023-05,Fraud,Defendant,42
2023-06,Fraud,Defendant,45
2023-07,Fraud,Defendant,46
2023-08,Fraud,Defendant,45
2023-09,Fraud,Defendant,44
2023-10,Fraud,Defendant,45
2023-11,Fraud,Defendant,48
2023-12,Fraud,Defendant,47
2024-01,Fraud,Defendant,45
2024-02,Fraud,Defendant,46
2024-03,Fraud,Defendant,46
2024-04,Fraud,Defendant,45
2024-05,Fraud,Defendant,43
2024-06,Fraud,Defendant,47
2024-07,Fraud,Defendant,48
2024-08,Fraud,Defendant,51
2024-09,Fraud,Defendant,57
2024-10,Fraud,Defendant,58
2024-11,Fraud,Defendant,61
2024-12,Fraud,Defendant,64
2025-01,Fraud,Defendant,78
2025-02,Fraud,Defendant,79
2025-03,Fraud,Defendant,79
2025-04,Fraud,Defendant,83
2025-05,Fraud,Defendant,86
2025-06,Fraud,Defendant,89
2025-07,Fraud,Defendant,86
2025-08,Fraud,Defendant,87
2025-09,Fraud,Defendant,91
2025-10,Fraud,Defendant,89
2025-11,Fraud,Defendant,91
2025-12,Fraud,Defendant,91
2026-01,Fraud,Defendant,93
2026-02,Fraud,Defendant,90
2026-03,Fraud,Defendant,93
2026-04,Fraud,Defendant,93
2026-05,Fraud,Defendant,94
2026-06,Fraud,Defendant,95
2026-07,Fraud,Defendant,100
1994-10,Immigration,Defendant,945
1994-11,Immigration,Defendant,934
1994-12,Immigration,Defendant,942
1995-01,Immigration,Defendant,939
1995-02,Immigration,Defendant,940
1995-03,Immigration,Defendant,935
1995-04,Immigration,Defendant,942
1995-05,Immigration,Defendant,965
1995-06,Immigration,Defendant,988
1995-07,Immigration,Defendant,1000
1995-08,Immigration,Defendant,959
1995-09,Immigration,Defendant,963
1995-10,Immigration,Defendant,960
1995-11,Immigration,Defendant,815
1995-12,Immigration,Defendant,829
1996-01,Immigration,Defendant,819
1996-02,Immigration,Defendant,720
1996-03,Immigration,Defendant,713
1996-04,Immigration,Defendant,706
1996-05,Immigration,Defendant,736
1996-06,Immigration,Defendant,701
1996-07,Immigration,Defendant,713
1996-08,Immigration,Defendant,737
1996-09,Immigration,Defendant,759
1996-10,Immigration,Defendant,800
1996-11,Immigration,Defendant,766
1996-12,Immigration,Defendant,791
1997-01,Immigration,Defendant,792
1997-02,Immigration,Defendant,795
1997-03,Immigration,Defendant,826
1997-04,Immigration,Defendant,831
1997-05,Immigration,Defendant,848
1997-06,Immigration,Defendant,837
1997-07,Immigration,Defendant,864
1997-08,Immigration,Defendant,908
1997-09,Immigration,Defendant,934
1997-10,Immigration,Defendant,985
1997-11,Immigration,Defendant,1002
1997-12,Immigration,Defendant,1025
1998-01,Immigration,Defendant,1032
1998-02,Immigration,Defendant,1005
1998-03,Immigration,Defendant,1037
1998-04,Immigration,Defendant,1076
1998-05,Immigration,Defendant,1110
1998-06,Immigration,Defendant,1185
1998-07,Immigration,Defendant,1241
1998-08,Immigration,Defendant,1194
1998-09,Immigration,Defendant,1222
1998-10,Immigration,Defendant,1233
1998-11,Immigration,Defendant,1309
1998-12,Immigration,Defendant,1364
1999-01,Immigration,Defendant,1399
1999-02,Immigration,Defendant,1429
1999-03,Immigration,Defendant,1478
1999-04,Immigration,Defendant,1549
1999-05,Immigration,Defendant,1641
1999-06,Immigration,Defendant,1722
